"name"	"mz"	"01_sample"	"02_sample"	"03_sample"	"04_sample"	"05_sample"	"06_sample"	"07_sample"	"08_sample"	"09_sample"	"10_sample"	"23_pool"	"24_pool"	"71_blank"	"72_blank"
"FA(20:5)_[M-H]1-"	301.2173	-0.000399999999956435	-0.000599999999963075	-0.00119999999998299	-0.00139999999998963	-0.00139999999998963	-0.00149999999996453	-0.00139999999998963	-0.000999999999976353	-0.00129999999995789	-0.00159999999999627	-0.000699999999994816	-0.000499999999988177	-0.00139999999998963	-0.00149999999996453
"2H-IS_FA_17_[M-H]1-"	301.4504	0.000400000000013279	0.000200000000006639	-0.000299999999981537	-0.000499999999988177	-0.000600000000019918	-0.000600000000019918	-0.000499999999988177	-0.000299999999981537	-0.000600000000019918	-0.000699999999994816	9.99999999748979e-05	0.000400000000013279	-0.000499999999988177	-0.000299999999981537
"2H-IS_FA_17_[M-H]1-"	302.4562	-0.000199999999949796	-0.000299999999981537	-0.000699999999994816	-0.000900000000001455	-0.000900000000001455	-0.000999999999976353	-0.000900000000001455	-0.000599999999963075	-0.000999999999976353	-0.000999999999976353	-0.000399999999956435	-9.99999999748979e-05	-0.000999999999976353	-0.000799999999969714
"FA(20:4)_[M-H]1-"	303.233	-0.000600000000019918	-0.000600000000019918	-0.00110000000000809	-0.00130000000001473	-0.00130000000001473	-0.00180000000000291	-0.00130000000001473	-0.00110000000000809	-0.00130000000001473	-0.00139999999998963	-0.000799999999969714	-0.000499999999988177	-0.00950000000000273	0.00880000000000791
"2H-IS_FA_17_[M-H]1-"	303.4596	-0.000199999999949796	-0.000299999999981537	-0.000699999999994816	-0.000900000000001455	-0.000999999999976353	-0.000999999999976353	-0.000900000000001455	-0.000599999999963075	-0.000999999999976353	-0.00109999999995125	-0.000499999999988177	0	-0.000900000000001455	-0.000799999999969714
"2H-IS_FA_17_[M-H]1-"	304.463	0	0.00050000000004502	-0.000599999999963075	-0.000999999999976353	-0.000799999999969714	-0.00109999999995125	-0.000999999999976353	-0.000699999999994816	-0.000900000000001455	-0.00109999999995125	0	0	-0.000499999999988177	-0.000299999999981537
"FA(20:3)_[M-H]1-"	305.2486	-0.000799999999969714	-0.000999999999976353	-0.00130000000001473	-0.00139999999998963	-0.00119999999998299	-0.00139999999998963	-0.00130000000001473	-0.000999999999976353	-0.00130000000001473	-0.00149999999996453	-0.000900000000001455	-0.000699999999994816	0.00839999999999463	-0.00139999999998963
"FA(20:2)_[M-H]1-"	307.2643	-0.0010000000000332	-0.000600000000019918	-0.00110000000000809	-0.00130000000001473	-0.00119999999998299	-0.00150000000002137	-0.00130000000001473	-0.00150000000002137	-0.00130000000001473	-0.00139999999998963	-0.000800000000026557	-0.000699999999994816	0	-0.00139999999998963
"OCT(C18H30O4)_[M-H]1-"	309.2071	0.00960000000003447	-0.000599999999963075	-0.00139999999998963	-0.00159999999999627	-0.00169999999997117	-0.00169999999997117	-0.00169999999997117	-0.00159999999999627	-0.00159999999999627	-0.00189999999997781	-0.00129999999995789	-0.000199999999949796	-0.00139999999998963	-0.000999999999976353
"FA(20:1)_[M-H]1-"	309.2799	-0.000699999999994816	-0.000800000000026557	-0.00130000000001473	-0.00159999999999627	-0.00150000000002137	-0.00150000000002137	-0.00150000000002137	-0.00119999999998299	-0.00150000000002137	-0.00159999999999627	-0.000900000000001455	-0.000800000000026557	-0.00150000000002137	-0.00130000000001473
"OCT(C18H32O4)_[M-H]1-"	311.2228	-0.00119999999998299	-0.00110000000000809	-0.000900000000001455	-0.00139999999998963	-0.00110000000000809	-0.00159999999999627	-0.00139999999998963	-0.00119999999998299	-0.00159999999999627	-0.00159999999999627	-0.000999999999976353	-0.000600000000019918	-0.00169999999997117	-0.00159999999999627
"FA(20:0)_[M-H]1-"	311.2956	-0.000400000000013279	-0.000699999999994816	-0.00120000000003984	-0.00150000000002137	-0.00140000000004648	-0.00150000000002137	-0.00150000000002137	-0.00120000000003984	-0.00150000000002137	-0.00170000000002801	-0.000800000000026557	-0.000600000000019918	-0.00150000000002137	-0.00130000000001473
"OCT(C18H34O4)_[M-H]1-"	313.2384	-0.000699999999994816	-0.000799999999969714	-0.00130000000001473	-0.00149999999996453	-0.00149999999996453	-0.00169999999997117	-0.00159999999999627	-0.00130000000001473	-0.00159999999999627	-0.00180000000000291	-0.000900000000001455	-0.000400000000013279	-0.00159999999999627	-0.00130000000001473
"EIC(C20H28O3)_[M-H]1-"	315.1966	0.00849999999996953	-0.00459999999998217	0.00990000000001601	0.00990000000001601	0.00990000000001601	-0.00180000000000291	0.00990000000001601	0.00939999999997099	0.00990000000001601	0.00990000000001601	-0.00440000000003238	-0.00499999999999545	0.00979999999998427	-0.00520000000000209
"EIC(C18H36O4)_[M-H]1-"	315.2541	-0.000699999999994816	-0.000800000000026557	-0.00119999999998299	-0.00139999999998963	-0.00119999999998299	-0.00139999999998963	-0.00130000000001473	-0.00110000000000809	-0.00139999999998963	-0.00150000000002137	-0.000900000000001455	-0.000699999999994816	-0.00130000000001473	-0.00130000000001473
"EIC(C20H30O3)_[M-H]1-"	317.2122	0	-0.00940000000002783	-0.00229999999999109	0.0041999999999689	-0.00319999999999254	-0.00130000000001473	0.0144999999999982	-0.00970000000000937	0.00979999999998427	0.00990000000001601	-0.00110000000000809	-0.000900000000001455	-0.00940000000002783	-0.00990000000001601
