"name"	"mz"	"01_sample"	"02_sample"	"03_sample"	"04_sample"	"05_sample"	"06_sample"	"07_sample"	"08_sample"	"09_sample"	"10_sample"	"23_pool"	"24_pool"	"71_blank"	"72_blank"
"LPI_16:1_[M-H]1-"	569.2732	0.0153999999999996	0.00170000000002801	0.00769999999999982	0	-0.0079000000000633	0.00769999999999982	0	0	0	0	0.0153999999999996	0.0156999999999243	0	0.00940000000002783
"PC_18:1_[M+Cl]1-"	570.2968	0	0	-0.000600000000076761	0	0	0	0	0	0	0	0.00679999999999836	0	0	0
"PC-O_19:1_[M+Cl]1-"	570.3332	0	0	-0.0081000000000131	0	0	0	0	-0.00789999999994961	0	0	0	0	0	0
"LPC-2O_20:1_[M+Cl]1-"	570.3696	-0.00969999999995252	0	0	0	0	0	0	0	0	0	-0.00860000000000127	-0.00980000000004111	0	-0.00909999999998945
"Cer_34:2_[M+Cl]1-"	570.4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPI_16:0_[M-H]1-"	571.2889	0.00890000000003965	0	0	0	0	0	0	0	0	0	0.00919999999996435	0.00930000000005293	0	0
"LPS_22:4_[M-H]1-"	572.2994	0	0	0	0	0	0	0	0	0	0	0	0.00699999999994816	0	0
"PC_18:0_[M+Cl]1-"	572.3125	0	0	0	-0.00909999999998945	0	-0.00879999999995107	-0.00930000000005293	-0.00860000000000127	-0.00879999999995107	0	0	0	-0.00990000000001601	0
"PC-O_19:0_[M+Cl]1-"	572.3488	0	0	0	0.00900000000001455	0	0.00919999999996435	0.00919999999996435	0.00929999999993925	0.00229999999999109	0	0	0	0.0167999999999893	0
"LPC-2O_20:0_[M+Cl]1-"	572.3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_34:1_[M+Cl]1-"	572.4815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_18:4_[M+OAC]1-"	574.315	0.00880000000006476	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_27:1_[M-H]1-"	575.3718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_20:5_[M+Cl]1-"	576.2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_18:3_[M+OAC]1- / LPS_22:2_[M-H]1-"	576.3307	0	0	0	0	0	0	0	-0.00189999999997781	0	0	0	0	0	0
"Cer_37:2_[M-H]1-"	576.5361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_27:0_[M-H]1-"	577.3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_20:4_[M+Cl]1-"	578.3019	0	0	0	0	0	0	0	-0.0020999999999276	0	0.00480000000004566	-0.00379999999995562	0	0	0
"LPC_18:2_[M+OAC]1- / LPS_22:1_[M-H]1-"	578.3463	-0.00189999999997781	-0.00149999999996453	-0.00239999999996598	-0.00270000000000437	NA	-0.00259999999991578	-0.00249999999994088	-0.00229999999999109	-0.00299999999992906	-0.00270000000000437	-0.00130000000001473	-0.00109999999995125	0	0
"LPC-O_19:1_[M+OAC]1- / PE_24:0_[M-H]1-"	578.3827	0	0	0.00850000000002638	0.0081000000000131	0.00689999999997326	0.00829999999996289	0	0.00860000000000127	0.00829999999996289	0.00909999999998945	0	0	0	0
"Cer_37:1_[M-H]1-"	578.5518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_20:3_[M+Cl]1-"	580.3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_18:1_[M+OAC]1- / LPS_22:0_[M-H]1-"	580.362	-0.000800000000026557	-0.000400000000013279	-0.00210000000004129	-0.00250000000005457	NA	NA	-0.00220000000001619	NA	NA	NA	NA	9.99999999748979e-05	0	0
"LPC-2O_19:1_[M+OAC]1-"	580.3984	0	0	0.00860000000000127	0.00880000000006476	0.00710000000003674	0.00909999999998945	0.00909999999998945	0.00950000000000273	0.00690000000008695	0.00890000000003965	0	0	0	0
"Cer_33:2_[M+OAC]1-"	580.4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPI_17:2_[M-H]1-"	581.2732	0	0	0	0	0.00909999999998945	0.00889999999992597	0	0	0	0	0	0	0	0
"PC-O_20:2_[M+Cl]1-"	582.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_18:0_[M+OAC]1-"	582.3776	NA	NA	-0.00220000000001619	NA	-0.00189999999997781	NA	NA	-0.00239999999996598	NA	NA	NA	-0.00169999999991433	0	0
"LPC-2O_19:0_[M+OAC]1-"	582.414	0	0	0.00879999999995107	0.00850000000002638	0.00689999999997326	0.00659999999993488	0.00850000000002638	0.00900000000001455	0.00749999999993634	0.00769999999999982	0	0	0	0
"Cer_33:1_[M+OAC]1-"	582.5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPI_17:1_[M-H]1-"	583.2889	-0.00670000000002346	0	0	0	0	0	0	0	0.00869999999997617	0	-0.00509999999997035	-0.00350000000003092	0	0
"LPI-P_18:0_[M-H]1-"	583.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC_19:1_[M+Cl]1-"	584.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_20:1_[M+Cl]1-"	584.3488	0	-0.00840000000005148	0	-0.00970000000006621	0	0	0	-0.00919999999996435	0	-0.00919999999996435	0	0	0	0
"Cer_35:2_[M+Cl]1-"	584.4815	0	0	-0.00829999999996289	0	0	0	0	0	0	0	0	0	0	0
"LPI_17:0_[M-H]1-"	585.3045	0.00849999999991269	0	0.00769999999999982	0	-0.00980000000004111	-0.00900000000001455	0.000199999999949796	0.00789999999994961	-0.00970000000006621	0	-0.00940000000002783	0.00889999999992597	-0.00830000000007658	0
"LPI-O_18:0_[M-H]1-"	585.3409	0.0115000000000691	0	NA	-0.0040000000000191	NA	-0.00369999999998072	NA	-0.00549999999998363	0.00890000000003965	-0.00389999999993051	NA	0.0131999999999834	0.00890000000003965	0
"PC_19:0_[M+Cl]1-"	586.3281	-0.00280000000009295	0	-0.00520000000005894	-0.00990000000001601	NA	0	NA	-0.00940000000002783	NA	-0.00990000000001601	-0.00310000000001764	0	-0.00710000000003674	0
"PC-O_20:0_[M+Cl]1-"	586.3645	0	0	0.00530000000003383	0.00980000000004111	0.00360000000000582	0	0.00990000000001601	0.0080000000000382	0.00279999999997926	0.00270000000000437	0	0	0.00850000000002638	0
"LPC-2O_21:0_[M+Cl]1-"	586.4009	0	0	0	0	0	0	0	0	0	0	-0.00329999999996744	0	0	0
"Cer_35:1_[M+Cl]1-"	586.4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_28:2_[M-H]1-"	587.3718	0	0	-0.00959999999997763	-0.00959999999997763	-0.00959999999997763	-0.00990000000001601	-0.00980000000004111	-0.00869999999997617	-0.0108000000000175	-0.0100999999999658	-0.00890000000003965	0.00840000000005148	0	-0.00769999999999982
"Cer_38:3_[M-H]1-"	588.5361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_28:1_[M-H]1-"	589.3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_19:3_[M+OAC]1-"	590.3463	0	0	0.00460000000009586	0	0	0	0	0	0	0	0	NA	0	0.00870000000008986
"Cer_38:2_[M-H]1-"	590.5518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPI_18:4_[M-H]1-"	591.2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_28:0_[M-H]1-"	591.4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC_20:4_[M+Cl]1-"	592.2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_21:4_[M+Cl]1-"	592.3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE_25:0_[M-H]1-"	592.3984	0	0	0.00900000000001455	0	0	0	0	0	0	0	0	0	0	0
"Cer_34:3_[M+OAC]1-"	592.4946	0	0	0	0	0	0.00289999999995416	0	0.00300000000004275	0	0	0	0	0	0
"Cer_38:1_[M-H]1-"	592.5674	0	0	0	0	0	0	-0.00429999999994379	-0.00139999999998963	0	0	-0.00109999999995125	0	-0.00310000000001764	0
"LPI_18:3_[M-H]1-"	593.2732	0	0	0	0	0	0	0	0	0.00959999999997763	0	0	0	0	0
"PC_18:1_[M+OAC]1-"	594.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_19:1_[M+OAC]1-"	594.3776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC-2O_20:1_[M+OAC]1-"	594.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_34:2_[M+OAC]1-"	594.5103	0	0	0.00940000000002783	0.00920000000007803	-0.00919999999996435	0.00700000000006185	0	0.00760000000002492	0.00710000000003674	0	0	0	0	0
"LPI_18:2_[M-H]1-"	595.2889	0	0	0	0.00950000000000273	0	0	0	0.0079000000000633	0.00760000000002492	0	0	0	0	0
"PC_18:0_[M+OAC]1-"	596.3569	0.00630000000001019	0.00840000000005148	0.00540000000000873	0	0	0	0	0	0	0	0.00490000000002055	0.00630000000001019	0	0.00450000000000728
"PC-O_19:0_[M+OAC]1-"	596.3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC-2O_20:0_[M+OAC]1-"	596.4297	0	0	0	0	0	0	0	0	0	0	0	0.00110000000006494	0	0
"Cer_36:3_[M+Cl]1-"	596.4815	0	-0.00840000000005148	-0.00919999999996435	-0.00950000000000273	-0.00919999999996435	-0.0166000000000395	0	-0.00880000000006476	-0.00930000000005293	-0.00869999999997617	-0.00850000000002638	0	0	0
"Cer_34:1_[M+OAC]1-"	596.5259	0	-0.0079000000000633	0.00599999999997181	-0.00170000000002801	-0.00360000000000582	-0.00880000000006476	0	-0.00110000000006494	-0.0038000000000693	-0.00980000000004111	0	0	-0.00260000000002947	0
"LPI_18:1_[M-H]1-"	597.3045	-0.00909999999998945	0	0	0	-0.00980000000004111	0	0	0	0.00969999999995252	0	0	0	0	0
"PC_20:1_[M+Cl]1-"	598.3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_21:1_[M+Cl]1-"	598.3645	0	0	0	0	0	0	-0.00860000000000127	0	-0.000900000000001455	0	0	0	0	0
"Cer_36:2_[M+Cl]1-"	598.4971	0	0	0	0.0038000000000693	0	0	0	0	0	0.0040000000000191	0	0	0	0
"LPI_18:0_[M-H]1-"	599.3202	-0.00930000000005293	0	0.00679999999999836	0	0.00940000000002783	-0.0080000000000382	0.00900000000001455	0.00699999999994816	0.00909999999998945	0	0	0.0080000000000382	0	0
"LPC_20:5_[M+OAC]1-"	600.3307	-0.00160000000005311	0	0	-0.00740000000007512	-0.00200000000006639	0	0	-0.00170000000002801	-0.00220000000001619	-0.00220000000001619	0.00249999999994088	0	0	0
"PC_20:0_[M+Cl]1-"	600.3438	0.00909999999998945	0	0	0.00569999999993342	0.00860000000000127	0	0	-0.00350000000003092	-0.00860000000000127	0.00839999999993779	0.00819999999998799	0	0	0
"PC-O_21:0_[M+Cl]1-"	600.3801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_36:1_[M+Cl]1-"	600.5128	0	0	0	0	0	0	0	-0.00959999999997763	0	0.00720000000001164	0	0	0	0
"2H-IS_Cer_[M+Cl]1-"	600.6593	0	0	0	0	0	0.000900000000001455	0.000200000000063483	0	0	-0.00130000000001473	0	0	-0.000599999999963075	-9.99999999748979e-05
"PA_29:2_[M-H]1-"	601.3875	0	0	0	0	0	0	0	-0.00879999999995107	0	0	0	0	0	0
"2H-IS_Cer_[M+Cl]1-"	601.6652	0	0	-0.000999999999976353	-0.000499999999988177	0.000800000000026557	-0.000800000000026557	NA	-0.000499999999988177	-0.000199999999949796	NA	0.00250000000005457	0	NA	NA
"LPC_22:6_[M+Cl]1-"	602.3019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_20:4_[M+OAC]1-"	602.3463	0	-0.00169999999991433	-0.0020999999999276	NA	NA	NA	NA	NA	-0.00180000000000291	NA	-0.000400000000013279	0	0	0
"2H-IS_Cer_[M+Cl]1-"	602.6707	0	-0.000300000000038381	-0.00339999999994234	-0.00120000000003984	-0.000800000000026557	NA	-0.00139999999998963	NA	-0.00120000000003984	-0.00139999999998963	0.00170000000002801	0	-0.00210000000004129	NA
"PA_29:1_[M-H]1-"	603.4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2H-IS_Cer_[M+Cl]1-"	603.6754	0	0	0	0.00279999999997926	0.00220000000001619	-0.00430000000005748	-0.000700000000051659	-0.00290000000006785	-0.000100000000088585	-0.00130000000001473	0	0	-0.00319999999999254	-0.000499999999988177
"LPC_20:3_[M+OAC]1-"	604.362	0	0	-0.00110000000006494	-0.00150000000007822	-0.000800000000026557	NA	-0.000900000000001455	-0.00110000000006494	-0.00150000000007822	-0.00319999999999254	-0.00319999999999254	0	0	0
"PE_26:1_[M-H]1-"	604.3984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_39:2_[M-H]1-"	604.5674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2H-IS_Cer_[M+Cl]1-"	604.6681	0	0	0	0	0.000299999999924694	0.000199999999949796	NA	0	-0.00149999999996453	-9.99999999748979e-05	0	0	-0.00160000000005311	-0.000200000000063483
"PA_29:0_[M-H]1-"	605.4188	0	0	0	0	0.00840000000005148	0	0	-0.00950000000000273	0.00760000000002492	0	0	0	0	0
"2H-IS_Cer_[M+Cl]1-"	605.6736	0	0	0	0	0	0	-0.00160000000005311	0	0.000199999999949796	-0.00260000000002947	0	0	-0.00250000000005457	0
"LPC_22:4_[M+Cl]1-"	606.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_20:2_[M+OAC]1-"	606.3776	0.00250000000005457	0	0	-0.00630000000001019	0.00980000000004111	0	0	-0.00559999999995853	0	0	0	0	0	0
"PE_26:0_[M-H]1-"	606.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_39:1_[M-H]1-"	606.5831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC_19:1_[M+OAC]1-"	608.3569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_20:1_[M+OAC]1-"	608.3933	0	0	0	-0.000200000000063483	0	0	0	0	-0.000100000000088585	0	0	0	0	0
"Cer_35:2_[M+OAC]1-"	608.5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PG_24:0_[M-H]1-"	609.3773	0	0	0	0	0.00749999999993634	-0.00769999999999982	0	0	0	0	0	0	0	0.00900000000001455
"2H-IS_Cer_U"	609.6813	0	0	0	0	0	0	0	0	-0.00890000000003965	0	0	0	0	0
"LPC_22:2_[M+Cl]1-"	610.3645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC_19:0_[M+OAC]1-"	610.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_20:0_[M+OAC]1-"	610.4089	0	0	-0.00360000000000582	0	0	0	0	0	0	0	0	0	0	0
"LPC-2O_21:0_[M+OAC]1-"	610.4453	0	0	0	0	0	0	0	-0.00990000000001601	0	0	0	0	0	0
"Cer_35:1_[M+OAC]1-"	610.5416	0	0	0	0	-0.00950000000000273	0	0	0.0079000000000633	0	0	0	0	0	0
"2H-IS_Cer_U"	610.6879	0	0	0	-0.000599999999963075	NA	-0.00289999999995416	NA	-0.00769999999999982	-0.000400000000013279	-0.000199999999949796	0	0	0	0
"LPI_19:1_[M-H]1-"	611.3202	-0.00990000000001601	-0.00990000000001601	0	0.00900000000001455	-0.00819999999998799	0	0	0	0	0.00630000000001019	-0.00990000000001601	-0.00750000000005002	0	-0.00919999999996435
"LPI-P_20:0_[M-H]1-"	611.3566	0.00869999999997617	0.00879999999995107	0	0.00989999999990232	0.00839999999993779	0	0	0	-0.00750000000005002	0	0.00879999999995107	0.00919999999996435	0	0.00939999999991414
"PA_30:4_[M-H]1-"	611.3718	0	0	0	0.00990000000001601	-0.00969999999995252	0	0	0	-0.00749999999993634	0	0	0	0	0.00940000000002783
"2H-IS_Cer_U"	611.6936	0	0	9.99999999748979e-05	0.000199999999949796	NA	0	0	0.000199999999949796	NA	-0.00110000000006494	0	0	-0.000900000000001455	0
"PC_21:1_[M+Cl]1-"	612.3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_22:1_[M+Cl]1-"	612.3801	0	0	0	0	-0.00959999999997763	0	0	0	-0.00959999999997763	0	0	0	0	0
"Cer_37:2_[M+Cl]1-"	612.5128	0	0	0	0.0041999999999689	0	0	0	0	0	0	0	0	-0.00990000000001601	0
"2H-IS_Cer_U"	612.6993	0	0	NA	NA	NA	-0.000199999999949796	NA	-0.000599999999963075	-0.00139999999998963	NA	-0.000900000000001455	0	-0.00170000000002801	-0.00300000000004275
"LPI_19:0_[M-H]1-"	613.3358	0	0	0.00849999999991269	0.00829999999996289	0	0	0	0	0	0	0	-0.0080000000000382	0	0
"LPI-O_20:0_[M-H]1-"	613.3722	-0.00769999999999982	0	0	-0.00379999999995562	-0.00310000000001764	-0.00580000000002201	NA	0	-0.0041999999999689	-0.00499999999999545	0	0.0080000000000382	-0.00559999999995853	-0.00440000000003238
"PA_30:3_[M-H]1-"	613.3875	-0.00769999999999982	0	0	0.0115000000000691	0.00960000000009131	0.00950000000000273	NA	0	0.00940000000002783	0.0103000000000293	-0.00989999999990232	0	0.00970000000006621	0.00830000000007658
"2H-IS_Cer_U"	613.7047	0	0	NA	9.99999999748979e-05	NA	-0.00139999999998963	-0.000800000000026557	-0.00170000000002801	-0.00180000000000291	0	0	0	-0.000800000000026557	0
"PC_21:0_[M+Cl]1-"	614.3594	0	0	0	0	0	0	-0.00819999999998799	0	0	-0.00819999999998799	0	0	-0.00950000000000273	0
"PC-O_22:0_[M+Cl]1-"	614.3958	0	0	0	0	0	0	0.0079000000000633	0	0	0.0079000000000633	0	0	0.00130000000001473	0
"Cer_37:1_[M+Cl]1-"	614.5284	0	0	0	0	0	0	0	0.00330000000008113	0	0	0	0	-0.00900000000001455	0
"2H-IS_Cer_U"	614.7094	0	0	0	0	0.00789999999994961	0	0	0.00270000000000437	-0.000100000000088585	0.00279999999997926	0	0	0	0
"PA_30:2_[M-H]1-"	615.4031	-0.00969999999995252	-0.00909999999998945	0	0	0	0	0	0	0	0.00319999999999254	-0.00980000000004111	-0.00850000000002638	0	0
"2H-IS_Cer_U"	615.7139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC_20:4_[M+OAC]1-"	616.3256	0	0	0	0	0	0	0	0.00930000000005293	0	0	0	0	0	0
"LPC_21:4_[M+OAC]1-"	616.362	-0.00240000000007967	0.00509999999997035	0	0	0	0	0	0	0	0	0	-0.00210000000004129	0	0
"LPI_20:5_[M-H]1-"	617.2732	0	0	0	-0.00900000000001455	0	-0.00860000000000127	0	0	0	-0.00930000000005293	0	-0.00490000000002055	0	0
"PA_30:1_[M-H]1-"	617.4188	0.00940000000002783	0	0	0	-0.00889999999992597	0	0	0	0	0	0	0	0	0
"PE_27:1_[M-H]1-"	618.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE-P_28:0_[M-H]1-"	618.4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_40:2_[M-H]1-"	618.5831	0	0	0	0	0	0	0	0.00889999999992597	0	0	0	0	0	0
"LPI_20:4_[M-H]1-"	619.2889	0	0	0	0	0	-0.00819999999998799	0	0	0	0	-0.0080000000000382	0	0	0
"PA_30:0_[M-H]1-"	619.4344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE_27:0_[M-H]1-"	620.4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE-O_28:0_[M-H]1-"	620.4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_36:3_[M+OAC]1-"	620.5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_40:1_[M-H]1-"	620.5987	0	0	-0.00149999999996453	-0.00260000000002947	0.00819999999998799	0.000300000000038381	0	0	-0.000900000000001455	-0.000900000000001455	-0.000999999999976353	0	-0.00270000000000437	0
"LPI_20:3_[M-H]1-"	621.3045	0	0	0	0	-0.00940000000002783	0	-0.00229999999999109	0	0.000599999999963075	0	0	0	0	0
"PC_20:1_[M+OAC]1- / PS_24:0_[M-H]1-"	622.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_21:1_[M+OAC]1-"	622.4089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_36:2_[M+OAC]1-"	622.5416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPI_20:2_[M-H]1-"	623.3202	0	0	0.00519999999994525	0.00729999999998654	0	0	0	0	0.00980000000004111	0	0	0	0	0
"PG_25:0_[M-H]1-"	623.393	0	0	0	0.00980000000004111	0.00819999999998799	0	0	0	0.00499999999999545	0	0	0	0	0
"PC_20:0_[M+OAC]1-"	624.3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC-O_21:0_[M+OAC]1-"	624.4246	0	0	0	0	0	0	0	-0.00809999999989941	0	0	0	0	-0.00989999999990232	0
"Cer_38:3_[M+Cl]1-"	624.5128	0	0	0	0	0	0	0	0.00429999999994379	0	0.00969999999995252	9.99999999748979e-05	0	0.00490000000002055	0
"Cer_36:1_[M+OAC]1-"	624.5572	0	-0.00850000000002638	0	-0.00950000000000273	0	-0.00920000000007803	0	-0.000900000000001455	0	-0.00980000000004111	0	0	0	0
"2H-IS_Cer_[M+OAc]1-"	624.7036	0	0.00180000000000291	0.000500000000101863	0.000900000000001455	NA	NA	NA	0.00150000000007822	-0.000999999999976353	NA	NA	0	NA	NA
"LPI_20:1_[M-H]1-"	625.3358	0	0	0	0.00989999999990232	-0.00970000000006621	0	0	0	0	0	0.00879999999995107	0	0	0
"PA_31:4_[M-H]1-"	625.3875	0	0	0	0	-0.00819999999998799	0	0	0	0	0	0	0	0	0
"2H-IS_Cer_[M+OAc]1-"	625.7094	0.00109999999995125	NA	NA	-0.00170000000002801	-0.00180000000000291	-0.00150000000007822	-0.00139999999998963	-0.00139999999998963	NA	-0.00210000000004129	9.99999999748979e-05	0.000400000000013279	-0.00139999999998963	-0.000499999999988177
"LPC_22:6_[M+OAC]1-"	626.3463	0	0.000400000000013279	-0.00279999999997926	-0.00559999999995853	0	-0.00279999999997926	-0.00309999999990396	-0.00489999999990687	-0.00349999999991724	-0.00319999999999254	0	0	0	0
"PC_22:1_[M+Cl]1-"	626.3594	0	0.00920000000007803	0.00769999999999982	0.00750000000005002	0.00870000000008986	0.0079000000000633	0.00980000000004111	0.00820000000010168	0.00960000000009131	0.00990000000001601	0	0	0	0
"Cer_38:2_[M+Cl]1-"	626.5284	0	0	0	0.00319999999999254	0	-0.00990000000001601	0.00840000000005148	0	0.000700000000051659	0.00940000000002783	0	0	0	0
"2H-IS_Cer_[M+OAc]1-"	626.715	NA	NA	-0.00139999999998963	-0.0020999999999276	-0.0020999999999276	-0.00189999999997781	NA	-0.00169999999991433	-0.00249999999994088	-0.00239999999996598	NA	-9.99999999748979e-05	NA	-0.000999999999976353
"LPI_20:0_[M-H]1-"	627.3515	0	0	-0.00279999999997926	0	0.00580000000002201	-0.00760000000002492	0	0	0.00279999999997926	0	0	0.00940000000002783	0	0.00980000000004111
"PA_31:3_[M-H]1-"	627.4031	0	0	0	0	0	0	0	0	0	0	-0.00779999999997472	0	0	0
"2H-IS_Cer_[M+OAc]1-"	627.7205	9.99999999748979e-05	NA	-0.000499999999988177	-0.00170000000002801	-0.00149999999996453	-0.00120000000003984	NA	-0.00120000000003984	-0.00199999999995271	NA	NA	0	-0.00139999999998963	-0.000400000000013279
"PC_22:0_[M+Cl]1-"	628.3751	0	-0.00360000000000582	0	0.00850000000002638	0.00889999999992597	0	0	0	0	0	0	0	0	0
"LPC-2O_24:0_[M+Cl]1-"	628.4478	0	0	0	0	0	0	0	0	0	0	0.00639999999998508	0	0	0
"Cer_38:1_[M+Cl]1-"	628.5441	0	0	0	0.00849999999991269	0	0.00349999999991724	0	0.00649999999995998	0.00879999999995107	0.00919999999996435	0	0	0.00959999999997763	0
"2H-IS_Cer_[M+OAc]1-"	628.6842	0	0	0	0.000700000000051659	-0.000199999999949796	NA	-0.000299999999924694	0.00120000000003984	0.000900000000001455	-0.00079999999991287	0	0	-0.000999999999976353	-0.00109999999995125
"PA_31:2_[M-H]1-"	629.4188	-0.00889999999992597	0	0	0	0	0	-0.00779999999997472	0	0	0	NA	-0.00879999999995107	0	-0.00849999999991269
"2H-IS_Cer_[M+OAc]1-"	629.6899	0	-0.00270000000000437	0.00139999999998963	-0.000100000000088585	NA	0.00130000000001473	NA	-0.00330000000008113	-0.00130000000001473	-0.00110000000006494	0	0	NA	NA
"LPC_22:4_[M+OAC]1-"	630.3776	0	0	-0.000499999999988177	0	0	-0.00769999999999982	0	0.00830000000007658	0	0	0	0	0	0
"PE_28:2_[M-H]1-"	630.414	0	0	0	0	0	0.00479999999993197	0	0	0	0	-0.00769999999999982	0	0	0
"2H-IS_Cer_[M+OAc]1-"	630.6955	0	0	-0.00329999999996744	0	-0.00079999999991287	-0.000400000000013279	-0.00149999999996453	0.00260000000002947	0	-0.0041999999999689	0	0	-0.000999999999976353	0
"PA_31:1_[M-H]1-"	631.4344	0	0.00559999999995853	0	0.00990000000001601	0.00239999999996598	0.00499999999999545	0.00699999999994816	0.00530000000003383	0.00239999999996598	0.00739999999996144	0	0	0	0.00950000000000273
"PE_28:1_[M-H]1-"	632.4297	0	0	0	0.00959999999997763	0	0.00189999999997781	0	-0.000400000000013279	0.00450000000000728	0	0	0	0	0
"PE-P_29:0_[M-H]1-"	632.4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_41:2_[M-H]1-"	632.5987	0	0	0	0	0	0	0	0	-0.00369999999998072	0	0	0	0	0
"PA_31:0_[M-H]1-"	633.4501	0	0	0	0	0.00840000000005148	0	0	-0.00760000000002492	0	0	0	0	0	0
"LPC_22:2_[M+OAC]1-"	634.4089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE_28:0_[M-H]1-"	634.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE-O_29:0_[M-H]1-"	634.4817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_41:1_[M-H]1-"	634.6144	0	0	-0.00149999999996453	0	0	0	0	0	-0.00349999999991724	-0.00079999999991287	0	0	0	0
"PG_26:1_[M-H]1-"	635.393	0	0	0	0	0	0	0	-0.00919999999996435	0	0	0.00740000000007512	0	0	0
"PC_21:1_[M+OAC]1- / PS_25:0_[M-H]1-"	636.3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LPC_22:1_[M+OAC]1-"	636.4246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cer_37:2_[M+OAC]1-"	636.5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PA_32:5_[M-H]1-"	637.3875	0	0	0	0	0	0	0	0.00769999999999982	0.00740000000007512	0	0	0	0	0
"PG_26:0_[M-H]1-"	637.4086	-0.00970000000006621	-0.00900000000001455	-0.00980000000004111	0	0	-0.00930000000005293	0	0	0	0	-0.0217999999999847	-0.00840000000005148	0	-0.00990000000001601
"PC_21:0_[M+OAC]1-"	638.4039	-0.00959999999997763	-0.00959999999997763	0	0	0	0	0	0	0	0	-0.00990000000001601	-0.00950000000000273	0	0
"PC-O_22:0_[M+OAC]1-"	638.4402	0.00549999999998363	0.00649999999995998	0	0	0	0	0	-0.00909999999998945	0	0	NA	0.00559999999995853	0	0.00340000000005602
"Cer_37:1_[M+OAC]1-"	638.5729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
