mz	name
622.4442	PC_24:0_[M+H]1+ / PE_27:0_[M+H]1+ / PA_29:1_[M+NH4]1+
622.4806	PE-O_28:0_[M+H]1+
622.5405	DG_35:3_[M+NH4]1+
622.6133	Cer_40:1_[M+H]1+
623.3167	LPI_18:0_[M+Na]1+
623.3191	LPI_20:3_[M+H]1+
623.5034	DG_38:6_[M+H-H2O]1+
624.3871	PS_24:0_[M+H]1+
624.4599	PA_29:0_[M+NH4]1+
624.5562	DG_35:2_[M+NH4]1+
625.3347	LPI_20:2_[M+H]1+
625.384	PA_29:2_[M+Na]1+
625.4075	PG_25:0_[M+H]1+
625.519	DG_38:5_[M+H-H2O]1+
626.4779	DG_36:8_[M+NH4]1+
626.5718	DG_35:1_[M+NH4]1+
626.5871	CE_15:1_[M+NH4]1+
627.3504	LPI_20:1_[M+H]1+
627.3996	PA_29:1_[M+Na]1+
627.5347	DG_38:4_[M+H-H2O]1+
628.4184	PG_24:0_[M+NH4]1+
628.4936	DG_36:7_[M+NH4]1+
628.5875	DG_35:0_[M+NH4]1+
628.6027	CE_15:0_[M+NH4]1+
629.366	LPI_20:0_[M+H]1+
629.4153	PA_29:0_[M+Na]1+
629.5503	DG_38:3_[M+H-H2O]1+
630.3613	LPI_19:1_[M+NH4]1+
630.3977	LPI-P_20:0_[M+NH4]1+
630.4129	PA_30:4_[M+NH4]1+
630.5092	DG_36:6_[M+NH4]1+
630.6184	Cer_42:2_[M+H-H2O]1+
631.5425	CE_15:1_[M+Na]1+
631.566	DG_38:2_[M+H-H2O]1+
632.3769	LPI_19:0_[M+NH4]1+
632.4133	LPI-O_20:0_[M+NH4]1+
632.4286	PE_28:2_[M+H]1+ / PA_30:3_[M+NH4]1+
632.5249	DG_36:5_[M+NH4]1+
632.634	Cer_42:1_[M+H-H2O]1+
633.3738	PG_24:0_[M+Na]1+
633.4877	DG_39:8_[M+H-H2O]1+
633.5581	CE_15:0_[M+Na]1+
633.5816	DG_38:1_[M+H-H2O]1+
634.4442	PE_28:1_[M+H]1+ / PA_30:2_[M+NH4]1+
634.4806	PE-P_29:0_[M+H]1+
634.5405	DG_36:4_[M+NH4]1+
634.6133	Cer_41:2_[M+H]1+
635.3167	LPI_19:1_[M+Na]1+
635.3531	LPI-P_20:0_[M+Na]1+
635.3683	PA_30:4_[M+Na]1+
635.5034	DG_39:7_[M+H-H2O]1+
635.5973	DG_38:0_[M+H-H2O]1+
636.3143	LPI_20:5_[M+NH4]1+
636.4599	PC_25:0_[M+H]1+ / PE_28:0_[M+H]1+ / PA_30:1_[M+NH4]1+
636.4963	PE-O_29:0_[M+H]1+
636.5562	DG_36:3_[M+NH4]1+
636.5714	CE_16:3_[M+NH4]1+
636.6289	Cer_41:1_[M+H]1+
637.3323	LPI_19:0_[M+Na]1+
637.3687	LPI-O_20:0_[M+Na]1+
637.384	PA_30:3_[M+Na]1+
637.4075	PG_26:1_[M+H]1+
637.519	DG_39:6_[M+H-H2O]1+
638.33	LPI_20:4_[M+NH4]1+
638.4028	PS_25:0_[M+H]1+
638.4755	PA_30:0_[M+NH4]1+
638.5718	DG_36:2_[M+NH4]1+
638.5871	CE_16:2_[M+NH4]1+
639.3996	PA_30:2_[M+Na]1+
639.4232	PG_26:0_[M+H]1+
639.5347	DG_39:5_[M+H-H2O]1+
640.3456	LPI_20:3_[M+NH4]1+
640.5875	DG_36:1_[M+NH4]1+
640.6027	CE_16:1_[M+NH4]1+
641.2697	LPI_20:5_[M+Na]1+
641.4153	PA_30:1_[M+Na]1+
641.5268	CE_16:3_[M+Na]1+
641.5503	DG_39:4_[M+H-H2O]1+
642.3613	LPI_20:2_[M+NH4]1+
642.4341	PG_25:0_[M+NH4]1+
642.5092	DG_37:7_[M+NH4]1+
642.6031	DG_36:0_[M+NH4]1+
642.6184	CE_16:0_[M+NH4]1+
643.2854	LPI_20:4_[M+Na]1+
643.3817	LPI_21:0_[M+H]1+
643.4309	PA_30:0_[M+Na]1+
643.4721	DG_40:10_[M+H-H2O]1+
643.5425	CE_16:2_[M+Na]1+
643.566	DG_39:3_[M+H-H2O]1+
644.3769	LPI_20:1_[M+NH4]1+
644.4286	PA_31:4_[M+NH4]1+
644.5249	DG_37:6_[M+NH4]1+
645.301	LPI_20:3_[M+Na]1+
645.3034	LPI_22:6_[M+H]1+
645.4877	DG_40:9_[M+H-H2O]1+
645.5581	CE_16:1_[M+Na]1+
645.5816	DG_39:2_[M+H-H2O]1+
646.3691	PS_24:0_[M+Na]1+
646.3926	LPI_20:0_[M+NH4]1+
646.4442	PE_29:2_[M+H]1+ / PA_31:3_[M+NH4]1+
646.4806	PE-P_30:1_[M+H]1+
646.5405	DG_37:5_[M+NH4]1+
646.6497	Cer_43:1_[M+H-H2O]1+
647.3167	LPI_20:2_[M+Na]1+
647.3895	PG_25:0_[M+Na]1+
647.5034	DG_40:8_[M+H-H2O]1+
647.5123	SM_30:1_[M+H]1+
647.5738	CE_16:0_[M+Na]1+
647.5973	DG_39:1_[M+H-H2O]1+
648.4599	PC_26:1_[M+H]1+ / PE_29:1_[M+H]1+ / PA_31:2_[M+NH4]1+
648.4963	PE-O_30:1_[M+H]1+
648.5562	DG_37:4_[M+NH4]1+
648.6289	Cer_42:2_[M+H]1+
649.3323	LPI_20:1_[M+Na]1+
649.3347	LPI_22:4_[M+H]1+
649.384	PA_31:4_[M+Na]1+
649.519	DG_40:7_[M+H-H2O]1+
649.5279	SM_30:0_[M+H]1+
649.6129	DG_39:0_[M+H-H2O]1+
650.4028	PS_26:1_[M+H]1+
650.4755	PC_26:0_[M+H]1+ / PE_29:0_[M+H]1+ / PA_31:1_[M+NH4]1+
650.5119	PE-O_30:0_[M+H]1+
650.5483	PC-2O_28:0_[M+H]1+
650.5718	DG_37:3_[M+NH4]1+
650.6446	Cer_42:1_[M+H]1+
651.348	LPI_20:0_[M+Na]1+
651.3996	PA_31:3_[M+Na]1+
651.4232	PG_27:1_[M+H]1+
651.4595	PG-P_28:0_[M+H]1+
651.5347	DG_40:6_[M+H-H2O]1+
652.4184	PS_26:0_[M+H]1+
652.4912	PA_31:0_[M+NH4]1+
652.4936	DG_38:9_[M+NH4]1+
652.5875	DG_37:2_[M+NH4]1+
652.6027	CE_17:2_[M+NH4]1+
653.366	LPI_22:2_[M+H]1+
653.4153	PA_31:2_[M+Na]1+
653.4388	PG_27:0_[M+H]1+
653.4752	PG-O_28:0_[M+H]1+
653.5503	DG_40:5_[M+H-H2O]1+
654.4341	PG_26:1_[M+NH4]1+
654.5092	DG_38:8_[M+NH4]1+
654.6031	DG_37:1_[M+NH4]1+
654.6184	CE_17:1_[M+NH4]1+
655.3817	LPI_22:1_[M+H]1+
655.4309	PA_31:1_[M+Na]1+
655.566	DG_40:4_[M+H-H2O]1+
656.4286	PE_30:4_[M+H]1+ / PA_32:5_[M+NH4]1+
656.4497	PG_26:0_[M+NH4]1+
656.5249	DG_38:7_[M+NH4]1+
656.5824	TG_36:0_[M+NH4]1+
656.6188	DG_37:0_[M+NH4]1+
656.634	CE_17:0_[M+NH4]1+
657.3973	LPI_22:0_[M+H]1+
657.4466	PA_31:0_[M+Na]1+
657.5581	CE_17:2_[M+Na]1+
657.5816	DG_40:3_[M+H-H2O]1+
658.4442	PE_30:3_[M+H]1+ / PA_32:4_[M+NH4]1+
658.5405	DG_38:6_[M+NH4]1+
658.6497	Cer_44:2_[M+H-H2O]1+
659.3895	PG_26:1_[M+Na]1+
659.5738	CE_17:1_[M+Na]1+
659.5973	DG_40:2_[M+H-H2O]1+
660.3847	PS_25:0_[M+Na]1+
660.4082	LPI_21:0_[M+NH4]1+
660.4599	PE_30:2_[M+H]1+ / PA_32:3_[M+NH4]1+
660.4963	PE-P_31:1_[M+H]1+
660.5562	DG_38:5_[M+NH4]1+
660.6653	Cer_44:1_[M+H-H2O]1+
661.384	PA_32:5_[M+Na]1+
661.4051	PG_26:0_[M+Na]1+
661.5378	TG_36:0_[M+Na]1+
661.5894	CE_17:0_[M+Na]1+
661.6129	DG_40:1_[M+H-H2O]1+
662.33	LPI_22:6_[M+NH4]1+
662.4755	PC_27:1_[M+H]1+ / PE_30:1_[M+H]1+ / PA_32:2_[M+NH4]1+
662.5119	PC-P_28:0_[M+H]1+ / PE-O_31:1_[M+H]1+
662.5718	DG_38:4_[M+NH4]1+
662.5871	CE_18:4_[M+NH4]1+
663.3996	PA_32:4_[M+Na]1+
663.4232	PG_28:2_[M+H]1+
663.5347	DG_41:7_[M+H-H2O]1+
663.5436	SM_31:1_[M+H]1+
663.6286	DG_40:0_[M+H-H2O]1+
664.4184	PS_27:1_[M+H]1+
664.4548	PS-P_28:0_[M+H]1+
664.4912	PC_27:0_[M+H]1+ / PE_30:0_[M+H]1+ / PA_32:1_[M+NH4]1+
664.5276	PC-O_28:0_[M+H]1+ / PE-O_31:0_[M+H]1+
664.564	PE-2O_32:0_[M+H]1+
664.5875	DG_38:3_[M+NH4]1+
664.6027	CE_18:3_[M+NH4]1+
664.6602	Cer_43:1_[M+H]1+
665.3636	LPI_21:0_[M+Na]1+
665.4153	PA_32:3_[M+Na]1+
665.4388	PG_28:1_[M+H]1+
665.4752	PG-P_29:0_[M+H]1+
665.5503	DG_41:6_[M+H-H2O]1+
666.3613	LPI_22:4_[M+NH4]1+
666.4341	PS_27:0_[M+H]1+
666.4704	PS-O_29:1_[M+H]1+
666.5068	PA_32:0_[M+NH4]1+
666.6031	DG_38:2_[M+NH4]1+
666.6184	CE_18:2_[M+NH4]1+
667.2854	LPI_22:6_[M+Na]1+
667.4309	PA_32:2_[M+Na]1+
667.4545	PG_28:0_[M+H]1+
667.4908	PG-O_29:0_[M+H]1+
667.5425	CE_18:4_[M+Na]1+
667.566	DG_41:5_[M+H-H2O]1+
668.4497	PG_27:1_[M+NH4]1+
668.4861	PG-P_28:0_[M+NH4]1+
668.5249	DG_39:8_[M+NH4]1+
668.6188	DG_38:1_[M+NH4]1+
668.634	CE_18:1_[M+NH4]1+
669.4466	PA_32:1_[M+Na]1+
669.4877	DG_42:11_[M+H-H2O]1+
669.5581	CE_18:3_[M+Na]1+
669.5816	DG_41:4_[M+H-H2O]1+
670.3926	LPI_22:2_[M+NH4]1+
670.4442	PE_31:4_[M+H]1+ / PA_33:5_[M+NH4]1+
670.4654	PG_27:0_[M+NH4]1+
670.5017	PG-O_28:0_[M+NH4]1+
670.5405	DG_39:7_[M+NH4]1+
670.598	TG_37:0_[M+NH4]1+
670.6344	DG_38:0_[M+NH4]1+
670.6497	CE_18:0_[M+NH4]1+
671.3167	LPI_22:4_[M+Na]1+
671.4622	PA_32:0_[M+Na]1+
671.5034	DG_42:10_[M+H-H2O]1+
671.5738	CE_18:2_[M+Na]1+
671.5973	DG_41:3_[M+H-H2O]1+
672.3847	PS_26:1_[M+Na]1+
672.4082	LPI_22:1_[M+NH4]1+
672.4599	PE_31:3_[M+H]1+ / PA_33:4_[M+NH4]1+
672.5562	DG_39:6_[M+NH4]1+
673.4051	PG_27:1_[M+Na]1+
673.4415	PG-P_28:0_[M+Na]1+
673.519	DG_42:9_[M+H-H2O]1+
673.5279	SM_32:2_[M+H]1+
673.5894	CE_18:1_[M+Na]1+
673.6129	DG_41:2_[M+H-H2O]1+
674.4004	PS_26:0_[M+Na]1+
674.4239	LPI_22:0_[M+NH4]1+
674.4755	PC_28:2_[M+H]1+ / PE_31:2_[M+H]1+ / PA_33:3_[M+NH4]1+
674.5119	PE-P_32:1_[M+H]1+
674.5718	DG_39:5_[M+NH4]1+
675.348	LPI_22:2_[M+Na]1+
675.3996	PA_33:5_[M+Na]1+
675.4208	PG_27:0_[M+Na]1+
675.4571	PG-O_28:0_[M+Na]1+
675.5347	DG_42:8_[M+H-H2O]1+
675.5436	SM_32:1_[M+H]1+
675.5534	TG_37:0_[M+Na]1+
675.6051	CE_18:0_[M+Na]1+
675.6286	DG_41:1_[M+H-H2O]1+
675.681	2H-IS_CE_[M+NH4]1+
676.4184	PS_28:2_[M+H]1+
676.4912	PC_28:1_[M+H]1+ / PE_31:1_[M+H]1+ / PA_33:2_[M+NH4]1+
676.5276	PC-P_29:0_[M+H]1+ / PE-O_32:1_[M+H]1+
676.5875	DG_39:4_[M+NH4]1+
676.6602	Cer_44:2_[M+H]1+
676.6961	2H-IS_CE_[M+NH4]1+
677.3636	LPI_22:1_[M+Na]1+
677.4153	PA_33:4_[M+Na]1+
677.4388	PG_29:2_[M+H]1+
677.4752	PG-P_30:1_[M+H]1+
677.5503	DG_42:7_[M+H-H2O]1+
677.5592	SM_32:0_[M+H]1+
677.6442	DG_41:0_[M+H-H2O]1+
677.6896	2H-IS_CE_[M+NH4]1+
678.4341	PS_28:1_[M+H]1+
678.4704	PS-P_29:0_[M+H]1+
678.5068	PC_28:0_[M+H]1+ / PE_31:0_[M+H]1+ / PA_33:1_[M+NH4]1+
678.5092	DG_40:10_[M+NH4]1+
678.5432	PC-O_29:0_[M+H]1+ / PE-O_32:0_[M+H]1+
678.5796	PE-2O_33:0_[M+H]1+
678.6031	DG_39:3_[M+NH4]1+
678.6759	Cer_44:1_[M+H]1+
678.6934	2H-IS_CE_[M+NH4]1+
679.3793	LPI_22:0_[M+Na]1+
679.4309	PA_33:3_[M+Na]1+
679.4545	PG_29:1_[M+H]1+
679.4908	PG-O_30:1_[M+H]1+
679.566	DG_42:6_[M+H-H2O]1+
680.4497	PS_28:0_[M+H]1+ / PG_28:2_[M+NH4]1+
680.4861	PS-O_29:0_[M+H]1+
680.5225	PA_33:0_[M+NH4]1+
680.5249	DG_40:9_[M+NH4]1+
680.6188	DG_39:2_[M+NH4]1+
681.4466	PA_33:2_[M+Na]1+
681.4701	PG_29:0_[M+H]1+
681.5065	PG-O_30:0_[M+H]1+
681.5816	DG_42:5_[M+H-H2O]1+
682.4442	PE_32:5_[M+H]1+ / PA_34:6_[M+NH4]1+
682.4654	PG_28:1_[M+NH4]1+
682.5017	PG-P_29:0_[M+NH4]1+
682.5405	DG_40:8_[M+NH4]1+
682.598	TG_38:1_[M+NH4]1+
682.6344	DG_39:1_[M+NH4]1+
683.4622	PA_33:1_[M+Na]1+
683.5973	DG_42:4_[M+H-H2O]1+
684.4599	PE_32:4_[M+H]1+ / PA_34:5_[M+NH4]1+
684.481	PG_28:0_[M+NH4]1+
684.5174	PG-O_29:0_[M+NH4]1+
684.5562	DG_40:7_[M+NH4]1+
684.6137	TG_38:0_[M+NH4]1+
684.6501	DG_39:0_[M+NH4]1+
684.6653	CE_19:0_[M+NH4]1+
685.4051	PG_28:2_[M+Na]1+
685.4779	PA_33:0_[M+Na]1+
685.6129	DG_42:3_[M+H-H2O]1+
686.4004	PS_27:1_[M+Na]1+
686.4367	PS-P_28:0_[M+Na]1+
686.4755	PE_32:3_[M+H]1+ / PA_34:4_[M+NH4]1+
686.5119	PE-P_33:2_[M+H]1+
686.5718	DG_40:6_[M+NH4]1+
687.3996	PA_34:6_[M+Na]1+
687.4208	PG_28:1_[M+Na]1+
687.4232	PG_30:4_[M+H]1+
687.4571	PG-P_29:0_[M+Na]1+
687.5436	SM_33:2_[M+H]1+
687.5534	TG_38:1_[M+Na]1+
687.6286	DG_42:2_[M+H-H2O]1+
688.416	PS_27:0_[M+Na]1+
688.4524	PS-O_29:1_[M+Na]1+
688.4912	PC_29:2_[M+H]1+ / PE_32:2_[M+H]1+ / PA_34:3_[M+NH4]1+
688.5276	PC-P_30:1_[M+H]1+ / PE-O_33:2_[M+H]1+
688.5875	DG_40:5_[M+NH4]1+
688.6027	CE_20:5_[M+NH4]1+
689.4153	PA_34:5_[M+Na]1+
689.4364	PG_28:0_[M+Na]1+
689.4388	PG_30:3_[M+H]1+
689.4728	PG-O_29:0_[M+Na]1+
689.5592	SM_33:1_[M+H]1+
689.5691	TG_38:0_[M+Na]1+
689.6207	CE_19:0_[M+Na]1+
689.6442	DG_42:1_[M+H-H2O]1+
690.4341	PS_29:2_[M+H]1+
690.4704	PS-P_30:1_[M+H]1+
690.5068	PC_29:1_[M+H]1+ / PE_32:1_[M+H]1+ / PA_34:2_[M+NH4]1+
690.5432	PC-O-30:1_[M+H]1+ / PE-O_33:1_[M+H]1+
690.6031	DG_40:4_[M+NH4]1+
690.6184	CE_20:4_[M+NH4]1+
691.4309	PA_34:4_[M+Na]1+
691.4545	PG_30:2_[M+H]1+
691.4908	PG-P_31:1_[M+H]1+
691.5749	SM_33:0_[M+H]1+
691.6599	DG_42:0_[M+H-H2O]1+
692.4497	PS_29:1_[M+H]1+
692.4861	PS-O_30:1_[M+H]1+
692.5225	PC_29:0_[M+H]1+ / PE_32:0_[M+H]1+ / PA_34:1_[M+NH4]1+
692.5589	PC-O-30:0_[M+H]1+ / PE-O_33:0_[M+H]1+
692.6188	DG_40:3_[M+NH4]1+
692.634	CE_20:3_[M+NH4]1+
693.4466	PA_34:3_[M+Na]1+
693.4701	PG_30:1_[M+H]1+
693.5065	PG-O_31:1_[M+H]1+
693.5581	CE_20:5_[M+Na]1+
693.5816	DG_43:6_[M+H-H2O]1+
694.4654	PS_29:0_[M+H]1+ / PG_29:2_[M+NH4]1+
694.5017	PS-O_30:0_[M+H]1+ / PG-P_30:1_[M+NH4]1+
694.5381	PA_34:0_[M+NH4]1+
694.6344	DG_40:2_[M+NH4]1+
694.6497	CE_20:2_[M+NH4]1+
695.4622	PA_34:2_[M+Na]1+
695.4858	PG_30:0_[M+H]1+
695.5034	DG_44:12_[M+H-H2O]1+
695.5221	PG-O_31:0_[M+H]1+
695.5738	CE_20:4_[M+Na]1+
695.5973	DG_43:5_[M+H-H2O]1+
696.4599	PE_33:5_[M+H]1+ / PA_35:6_[M+NH4]1+
696.481	PG_29:1_[M+NH4]1+
696.4963	PE-P_34:4_[M+H]1+
696.5174	PG-O_30:1_[M+NH4]1+
696.6137	TG_39:1_[M+NH4]1+
696.6501	DG_40:1_[M+NH4]1+
696.6653	CE_20:1_[M+NH4]1+
697.4779	PA_34:1_[M+Na]1+
697.519	DG_44:11_[M+H-H2O]1+
697.5894	CE_20:3_[M+Na]1+
697.6129	DG_43:4_[M+H-H2O]1+
698.4004	PS_28:2_[M+Na]1+
698.4755	PC_30:4_[M+H]1+ / PE_33:4_[M+H]1+ / PA_35:5_[M+NH4]1+
698.4967	PG_29:0_[M+NH4]1+
698.5119	PE-O_34:4_[M+H]1+
698.533	PG-O_30:0_[M+NH4]1+
698.5718	DG_41:7_[M+NH4]1+
698.6293	TG_39:0_[M+NH4]1+
698.6657	DG_40:0_[M+NH4]1+
698.681	CE_20:0_[M+NH4]1+
699.4079	PI_24:0_[M+H]1+
699.4208	PG_29:2_[M+Na]1+
699.4571	PG-P_30:1_[M+Na]1+
699.4935	PA_34:0_[M+Na]1+
699.5347	DG_44:10_[M+H-H2O]1+
699.6051	CE_20:2_[M+Na]1+
699.6286	DG_43:3_[M+H-H2O]1+
700.416	PS_28:1_[M+Na]1+
700.4184	PS_30:4_[M+H]1+
700.4524	PS-P_29:0_[M+Na]1+
700.4912	PC_30:3_[M+H]1+ / PE_33:3_[M+H]1+ / PA_35:4_[M+NH4]1+
700.5276	PE-O_34:3_[M+H]1+
700.5875	DG_41:6_[M+NH4]1+
701.4153	PA_35:6_[M+Na]1+
701.4364	PG_29:1_[M+Na]1+
701.4388	PG_31:4_[M+H]1+
701.4728	PG-O_30:1_[M+Na]1+
701.5503	DG_44:9_[M+H-H2O]1+
701.5592	SM_34:2_[M+H]1+
701.5691	TG_39:1_[M+Na]1+
701.6207	CE_20:1_[M+Na]1+
701.6442	DG_43:2_[M+H-H2O]1+
702.4317	PS_28:0_[M+Na]1+
702.4341	PS_30:3_[M+H]1+
702.468	PS-O_29:0_[M+Na]1+
702.5068	PC_30:2_[M+H]1+ / PE_33:2_[M+H]1+ / PA_35:3_[M+NH4]1+
702.5432	PC-P_31:1_[M+H]1+ / PE-O_34:2_[M+H]1+
702.6031	DG_41:5_[M+NH4]1+
703.4309	PA_35:5_[M+Na]1+
703.4521	PG_29:0_[M+Na]1+
703.4545	PG_31:3_[M+H]1+
703.4884	PG-O_30:0_[M+Na]1+
703.566	DG_44:8_[M+H-H2O]1+
703.5749	SM_34:1_[M+H]1+
703.5847	TG_39:0_[M+Na]1+
703.6364	CE_20:0_[M+Na]1+
703.6599	DG_43:1_[M+H-H2O]1+
704.4497	PS_30:2_[M+H]1+ / PG_30:4_[M+NH4]1+
704.4861	PS-P_31:1_[M+H]1+
704.5225	PC_30:1_[M+H]1+ / PE_33:1_[M+H]1+ / PA_35:2_[M+NH4]1+
704.5249	DG_42:11_[M+NH4]1+
704.5589	PC-O-31:1_[M+H]1+ / PE-O_34:1_[M+H]1+
704.6188	DG_41:4_[M+NH4]1+
705.4466	PA_35:4_[M+Na]1+
705.4701	PG_31:2_[M+H]1+
705.5065	PG-P_32:1_[M+H]1+
705.5816	DG_44:7_[M+H-H2O]1+
705.5905	SM_34:0_[M+H]1+
705.6755	DG_43:0_[M+H-H2O]1+
706.4442	PA_36:8_[M+NH4]1+
706.4654	PS_30:1_[M+H]1+ / PG_30:3_[M+NH4]1+
706.5017	PS-O_31:1_[M+H]1+
706.5381	PC_30:0_[M+H]1+ / PE_33:0_[M+H]1+ / PA_35:1_[M+NH4]1+
706.5405	DG_42:10_[M+NH4]1+
706.5745	PC-O-31:0_[M+H]1+ / PE-O_34:0_[M+H]1+
706.6109	PC-2O_32:0_[M+H]1+
706.6344	DG_41:3_[M+NH4]1+
707.4622	PA_35:3_[M+Na]1+
707.4858	PG_31:1_[M+H]1+
707.5221	PG-O_32:1_[M+H]1+
707.5973	DG_44:6_[M+H-H2O]1+
708.4599	PE_34:6_[M+H]1+ / PA_36:7_[M+NH4]1+
708.481	PS_30:0_[M+H]1+ / PG_30:2_[M+NH4]1+
708.5174	PS-O_31:0_[M+H]1+ / PG-P_31:1_[M+NH4]1+
708.5538	PA_35:0_[M+NH4]1+
708.5562	DG_42:9_[M+NH4]1+
708.6137	TG_40:2_[M+NH4]1+
708.6501	DG_41:2_[M+NH4]1+
709.4051	PG_30:4_[M+Na]1+
709.4779	PA_35:2_[M+Na]1+
709.5014	PG_31:0_[M+H]1+
709.5378	PG-O_32:0_[M+H]1+
709.6129	DG_44:5_[M+H-H2O]1+
710.4755	PE_34:5_[M+H]1+ / PA_36:6_[M+NH4]1+
710.4967	PG_30:1_[M+NH4]1+
710.533	PG-O_31:1_[M+NH4]1+
710.5718	DG_42:8_[M+NH4]1+
710.6293	TG_40:1_[M+NH4]1+
710.6657	DG_41:1_[M+NH4]1+
711.3996	PA_36:8_[M+Na]1+
711.4208	PG_30:3_[M+Na]1+
711.4935	PA_35:1_[M+Na]1+
711.6286	DG_44:4_[M+H-H2O]1+
712.416	PS_29:2_[M+Na]1+
712.4524	PS-P_30:1_[M+Na]1+
712.4912	PC_31:4_[M+H]1+ / PE_34:4_[M+H]1+ / PA_36:5_[M+NH4]1+
712.5123	PG_30:0_[M+NH4]1+
712.5487	PG-O_31:0_[M+NH4]1+
712.5875	DG_42:7_[M+NH4]1+
712.645	TG_40:0_[M+NH4]1+
712.6814	DG_41:0_[M+NH4]1+
713.4153	PA_36:7_[M+Na]1+
713.4236	PI_25:0_[M+H]1+
713.4364	PG_30:2_[M+Na]1+
713.4388	PG_32:5_[M+H]1+
713.4728	PG-P_31:1_[M+Na]1+
713.5092	PA_35:0_[M+Na]1+
713.5691	TG_40:2_[M+Na]1+
713.6442	DG_44:3_[M+H-H2O]1+
714.4317	PS_29:1_[M+Na]1+
714.4341	PS_31:4_[M+H]1+
714.468	PS-O_30:1_[M+Na]1+
714.5068	PC_31:3_[M+H]1+ / PE_34:3_[M+H]1+ / PA_36:4_[M+NH4]1+
714.5432	PC-O_32:3_[M+H]1+ / PE-P_35:2_[M+H]1+
714.6031	DG_42:6_[M+NH4]1+
714.6184	CE_22:6_[M+NH4]1+
715.4309	PA_36:6_[M+Na]1+
715.4521	PG_30:1_[M+Na]1+
715.4545	PG_32:4_[M+H]1+
715.4884	PG-O_31:1_[M+Na]1+
715.5847	TG_40:1_[M+Na]1+
715.6599	DG_44:2_[M+H-H2O]1+
716.4345	PI_24:0_[M+NH4]1+
716.4473	PS_29:0_[M+Na]1+
716.4497	PS_31:3_[M+H]1+
716.4837	PS-O_30:0_[M+Na]1+
716.5225	PC_31:2_[M+H]1+ / PE_34:2_[M+H]1+ / PA_36:3_[M+NH4]1+
716.5589	PC-O_32:2_[M+H]1+ / PE-O_35:2_[M+H]1+
716.6188	DG_42:5_[M+NH4]1+
716.634	CE_22:5_[M+NH4]1+
717.4466	PA_36:5_[M+Na]1+
717.4677	PG_30:0_[M+Na]1+
717.4701	PG_32:3_[M+H]1+
717.5041	PG-O_31:0_[M+Na]1+
717.5065	PG-P_33:2_[M+H]1+
717.5905	SM_35:1_[M+H]1+
717.6004	TG_40:0_[M+Na]1+
717.6755	DG_44:1_[M+H-H2O]1+
718.4654	PS_31:2_[M+H]1+ / PG_31:4_[M+NH4]1+
718.5017	PS-P_32:1_[M+H]1+
718.5381	PC_31:1_[M+H]1+ / PE_34:1_[M+H]1+ / PA_36:2_[M+NH4]1+
718.5745	PC-O_32:1_[M+H]1+ / PE-O_35:1_[M+H]1+
718.6344	DG_42:4_[M+NH4]1+
718.6497	CE_22:4_[M+NH4]1+
719.4622	PA_36:4_[M+Na]1+
719.4858	PG_32:2_[M+H]1+
719.5221	PG-O_33:2_[M+H]1+
719.5738	CE_22:6_[M+Na]1+
719.6062	SM_35:0_[M+H]1+
719.6912	DG_44:0_[M+H-H2O]1+
720.481	PS_31:1_[M+H]1+ / PG_31:3_[M+NH4]1+
720.5174	PS-O_32:1_[M+H]1+
720.5538	PC_31:0_[M+H]1+ / PE_34:0_[M+H]1+ / PA_36:1_[M+NH4]1+
720.5902	PC-O_32:0_[M+H]1+ / PE-O_35:0_[M+H]1+
720.6266	PE-2O_36:0_[M+H]1+
720.6501	DG_42:3_[M+NH4]1+
720.6653	CE_22:3_[M+NH4]1+
720.6982	2H-IS_PA_[M+NH4]1+
721.3899	PI_24:0_[M+Na]1+
721.4779	PA_36:3_[M+Na]1+
721.5014	PG_32:1_[M+H]1+
721.5378	PG-O_33:1_[M+H]1+
721.5894	CE_22:5_[M+Na]1+
721.7042	2H-IS_PA_[M+NH4]1+
722.4004	PS_30:4_[M+Na]1+
722.4755	PE_35:6_[M+H]1+ / PA_37:7_[M+NH4]1+
722.4967	PS_31:0_[M+H]1+ / PG_31:2_[M+NH4]1+
722.5119	PE-P_36:5_[M+H]1+
722.533	PS-O_32:0_[M+H]1+ / PG-P_32:1_[M+NH4]1+
722.5694	PA_36:0_[M+NH4]1+
722.6293	TG_41:2_[M+NH4]1+
722.6657	DG_42:2_[M+NH4]1+
722.681	CE_22:2_[M+NH4]1+
722.7096	2H-IS_PA_[M+NH4]1+
723.4208	PG_31:4_[M+Na]1+
723.4935	PA_36:2_[M+Na]1+
723.5171	PG_32:0_[M+H]1+
723.5534	PG-O_33:0_[M+H]1+
723.6051	CE_22:4_[M+Na]1+
723.715	2H-IS_PA_[M+NH4]1+
724.416	PS_30:3_[M+Na]1+
724.4912	PC_32:5_[M+H]1+ / PE_35:5_[M+H]1+ / PA_37:6_[M+NH4]1+
724.5123	PG_31:1_[M+NH4]1+
724.5276	PE-O_36:5_[M+H]1+
724.5487	PG-O_32:1_[M+NH4]1+
724.645	TG_41:1_[M+NH4]1+
724.6814	DG_42:1_[M+NH4]1+
724.6966	CE_22:1_[M+NH4]1+
724.7197	2H-IS_PA_[M+NH4]1+
725.4236	PI_26:1_[M+H]1+
725.4364	PG_31:3_[M+Na]1+
725.5092	PA_36:1_[M+Na]1+
725.6207	CE_22:3_[M+Na]1+
725.6534	2H-IS_PA_[M+Na]1+
