mz	name
642.5597	Cer_39:1_[M+Cl]1-
643.2889	LPI_22:6_[M-H]1-
643.4344	PA_32:2_[M-H]1-
644.4297	PE_29:2_[M-H]1-
644.4661	PE-P_30:1_[M-H]1-
645.4501	PA_32:1_[M-H]1-
646.4453	PE_29:1_[M-H]1-
646.4817	PE-O_30:1_[M-H]1-
646.6144	Cer_42:2_[M-H]1-
647.3202	LPI_22:4_[M-H]1-
647.4657	PA_32:0_[M-H]1-
648.3882	PS_26:1_[M-H]1-
648.461	PE_29:0_[M-H]1-
648.4974	PE-O_30:0_[M-H]1-
648.5572	Cer_38:3_[M+OAC]1-
648.63	Cer_42:1_[M-H]1-
649.4086	PG_27:1_[M-H]1-
649.445	PG-P_28:0_[M-H]1-
650.4039	PC_22:1_[M+OAC]1- / PS_26:0_[M-H]1-
650.5729	Cer_38:2_[M+OAC]1-
651.3515	LPI_22:2_[M-H]1-
651.4031	PA_33:5_[M-H]1-
651.4243	PG_27:0_[M-H]1-
651.4606	PG-O_28:0_[M-H]1-
652.4195	PC_22:0_[M+OAC]1-
652.4923	LPC-2O_24:0_[M+OAC]1-
652.5885	Cer_38:1_[M+OAC]1-
653.3671	LPI_22:1_[M-H]1-
653.4188	PA_33:4_[M-H]1-
654.414	PE_30:4_[M-H]1-
654.5597	Cer_40:2_[M+Cl]1-
655.3828	LPI_22:0_[M-H]1-
655.4344	PA_33:3_[M-H]1-
656.4064	PC_24:0_[M+Cl]1-
656.4297	PE_30:3_[M-H]1-
656.5754	Cer_40:1_[M+Cl]1-
657.4501	PA_33:2_[M-H]1-
658.4453	PE_30:2_[M-H]1-
658.4817	PE-P_31:1_[M-H]1-
659.4657	PA_33:1_[M-H]1-
660.461	PE_30:1_[M-H]1-
660.4974	PE-O_31:1_[M-H]1-
661.4086	PG_28:2_[M-H]1-
661.4814	PA_33:0_[M-H]1-
662.4039	PS_27:1_[M-H]1-
662.4402	PS-P_28:0_[M-H]1-
662.4766	PE_30:0_[M-H]1-
662.513	PE-O_31:0_[M-H]1-
662.5494	PE-2O_32:0_[M-H]1-
662.6457	Cer_43:1_[M-H]1-
663.4031	PA_34:6_[M-H]1-
663.4243	PG_28:1_[M-H]1-
663.4606	PG-P_29:0_[M-H]1-
664.4195	PS_27:0_[M-H]1-
664.4559	PS-O_29:1_[M-H]1-
664.5885	Cer_39:2_[M+OAC]1-
665.4188	PA_34:5_[M-H]1-
665.4399	PG_28:0_[M-H]1-
665.4763	PG-O_29:0_[M-H]1-
666.4715	LPC_24:0_[M+OAC]1-
666.6042	Cer_39:1_[M+OAC]1-
667.4344	PA_34:4_[M-H]1-
668.4297	PE_31:4_[M-H]1-
668.5754	Cer_41:2_[M+Cl]1-
669.4501	PA_34:3_[M-H]1-
670.422	PC_25:0_[M+Cl]1-
670.4453	PE_31:3_[M-H]1-
670.591	Cer_41:1_[M+Cl]1-
671.4657	PA_34:2_[M-H]1-
672.461	PE_31:2_[M-H]1-
672.4974	PE-P_32:1_[M-H]1-
673.4814	PA_34:1_[M-H]1-
674.4039	PS_28:2_[M-H]1-
674.4766	PE_31:1_[M-H]1-
674.513	PE-O_32:1_[M-H]1-
674.6457	Cer_44:2_[M-H]1-
675.4243	PG_29:2_[M-H]1-
675.4606	PG-P_30:1_[M-H]1-
675.497	PA_34:0_[M-H]1-
676.4195	PS_28:1_[M-H]1-
676.4559	PS-P_29:0_[M-H]1-
676.4923	PE_31:0_[M-H]1-
676.5287	PE-O_32:0_[M-H]1-
676.565	PE-2O_33:0_[M-H]1-
676.6613	Cer_44:1_[M-H]1-
677.4188	PA_35:6_[M-H]1-
677.4399	PG_29:1_[M-H]1-
677.4763	PG-O_30:1_[M-H]1-
678.4352	PS_28:0_[M-H]1-
678.4715	PS-O_29:0_[M-H]1-
678.6042	Cer_40:2_[M+OAC]1-
679.4344	PA_35:5_[M-H]1-
679.4556	PG_29:0_[M-H]1-
679.4919	PG-O_30:0_[M-H]1-
680.4297	PE_32:5_[M-H]1-
680.4508	PC_24:0_[M+OAC]1-
680.6198	Cer_40:1_[M+OAC]1-
681.4501	PA_35:4_[M-H]1-
682.422	PC_26:1_[M+Cl]1-
682.4453	PE_32:4_[M-H]1-
682.591	Cer_42:2_[M+Cl]1-
683.4657	PA_35:3_[M-H]1-
684.4377	PC_26:0_[M+Cl]1-
684.461	PE_32:3_[M-H]1-
684.4974	PE-P_33:2_[M-H]1-
684.5104	PC-2O_28:0_[M+Cl]1-
684.6067	Cer_42:1_[M+Cl]1-
685.4086	PG_30:4_[M-H]1-
685.4814	PA_35:2_[M-H]1-
686.4766	PE_32:2_[M-H]1-
686.513	PE-O_33:2_[M-H]1-
687.4031	PA_36:8_[M-H]1-
687.4243	PG_30:3_[M-H]1-
687.497	PA_35:1_[M-H]1-
688.4195	PS_29:2_[M-H]1-
688.4559	PS-P_30:1_[M-H]1-
688.4923	PE_32:1_[M-H]1-
688.5287	PE-O_33:1_[M-H]1-
689.4188	PA_36:7_[M-H]1-
689.4399	PG_30:2_[M-H]1-
689.4763	PG-P_31:1_[M-H]1-
689.5127	PA_35:0_[M-H]1-
690.4352	PS_29:1_[M-H]1-
690.4715	PS-O_30:1_[M-H]1-
690.5079	PE_32:0_[M-H]1-
690.5443	PE-O_33:0_[M-H]1-
691.4344	PA_36:6_[M-H]1-
691.4556	PG_30:1_[M-H]1-
691.4919	PG-O_31:1_[M-H]1-
692.4508	PS_29:0_[M-H]1-
692.4872	PS-O_30:0_[M-H]1-
692.6198	Cer_41:2_[M+OAC]1-
693.4501	PA_36:5_[M-H]1-
693.4712	PG_30:0_[M-H]1-
693.5076	PG-O_31:0_[M-H]1-
694.4453	PE_33:5_[M-H]1-
694.4665	PC_25:0_[M+OAC]1-
694.4817	PE-P_34:4_[M-H]1-
694.6355	Cer_41:1_[M+OAC]1-
695.4657	PA_36:4_[M-H]1-
696.4377	PC_27:1_[M+Cl]1-
696.461	PE_33:4_[M-H]1-
696.474	PC-P_28:0_[M+Cl]1-
696.4974	PE-O_34:4_[M-H]1-
697.3934	PI_24:0_[M-H]1-
697.4814	PA_36:3_[M-H]1-
698.4039	PS_30:4_[M-H]1-
698.4533	PC_27:0_[M+Cl]1-
698.4766	PE_33:3_[M-H]1-
698.4897	PC-O_28:0_[M+Cl]1-
698.513	PE-O_34:3_[M-H]1-
698.6223	Cer_43:1_[M+Cl]1-
699.4243	PG_31:4_[M-H]1-
699.497	PA_36:2_[M-H]1-
700.4195	PS_30:3_[M-H]1-
700.4923	PE_33:2_[M-H]1-
700.5287	PE-O_34:2_[M-H]1-
701.4399	PG_31:3_[M-H]1-
701.5127	PA_36:1_[M-H]1-
701.6597	2H-IS__PA_[M-H]1-
702.4352	PS_30:2_[M-H]1-
702.4715	PS-P_31:1_[M-H]1-
702.5079	PE_33:1_[M-H]1-
702.5443	PE-O_34:1_[M-H]1-
702.6656	2H-IS__PA_[M-H]1-
703.4344	PA_37:7_[M-H]1-
703.4556	PG_31:2_[M-H]1-
703.4919	PG-P_32:1_[M-H]1-
703.5283	PA_36:0_[M-H]1-
703.6711	2H-IS__PA_[M-H]1-
704.4508	PS_30:1_[M-H]1-
704.4872	PS-O_31:1_[M-H]1-
704.5236	PE_33:0_[M-H]1-
704.56	PE-O_34:0_[M-H]1-
704.676	2H-IS__PA_[M-H]1-
705.4501	PA_37:6_[M-H]1-
705.4712	PG_31:1_[M-H]1-
705.5076	PG-O_32:1_[M-H]1-
705.5188	SM_30:1_[M+OAC]1-
705.6796	2H-IS__PA_[M-H]1-
706.4453	PE_34:6_[M-H]1-
706.4665	PC_26:1_[M+OAC]1- / PS_30:0_[M-H]1-
706.5028	PS-O_31:0_[M-H]1-
706.6355	Cer_42:2_[M+OAC]1-
706.6833	2H-IS__PA_[M-H]1-
707.4657	PA_37:5_[M-H]1-
707.4869	PG_31:0_[M-H]1-
707.5232	PG-O_32:0_[M-H]1-
707.5345	SM_30:0_[M+OAC]1-
708.4377	PC_28:2_[M+Cl]1-
708.461	PE_34:5_[M-H]1-
708.4821	PC_26:0_[M+OAC]1-
708.5549	PC-2O_28:0_[M+OAC]1-
708.6511	Cer_42:1_[M+OAC]1-
709.4814	PA_37:4_[M-H]1-
710.4533	PC_28:1_[M+Cl]1-
710.4766	PE_34:4_[M-H]1-
710.4897	PC-P_29:0_[M+Cl]1-
710.6223	Cer_44:2_[M+Cl]1-
711.409	PI_25:0_[M-H]1-
711.4243	PG_32:5_[M-H]1-
711.497	PA_37:3_[M-H]1-
712.4195	PS_31:4_[M-H]1-
712.469	PC_28:0_[M+Cl]1-
712.4923	PE_34:3_[M-H]1-
712.5053	PC-O_29:0_[M+Cl]1-
712.5287	PE-P_35:2_[M-H]1-
712.638	Cer_44:1_[M+Cl]1-
713.4188	PA_38:9_[M-H]1-
713.4399	PG_32:4_[M-H]1-
713.5127	PA_37:2_[M-H]1-
714.4352	PS_31:3_[M-H]1-
714.5079	PE_34:2_[M-H]1-
714.5443	PE-O_35:2_[M-H]1-
715.4344	PA_38:8_[M-H]1-
715.4556	PG_32:3_[M-H]1-
715.4919	PG-P_33:2_[M-H]1-
715.5283	PA_37:1_[M-H]1-
716.4508	PS_31:2_[M-H]1-
716.4872	PS-P_32:1_[M-H]1-
716.5236	PE_34:1_[M-H]1-
716.56	PE-O_35:1_[M-H]1-
716.731	2H-IS__SM_U
717.4501	PA_38:7_[M-H]1-
717.4712	PG_32:2_[M-H]1-
717.5076	PG-O_33:2_[M-H]1-
717.544	PA_37:0_[M-H]1-
717.737	2H-IS__SM_U
718.4665	PS_31:1_[M-H]1-
718.5028	PS-O_32:1_[M-H]1-
718.5392	PE_34:0_[M-H]1-
718.5756	PE-O_35:0_[M-H]1-
718.612	PE-2O_36:0_[M-H]1-
718.7425	2H-IS__SM_U
719.4657	PA_38:6_[M-H]1-
719.4869	PG_32:1_[M-H]1-
719.5232	PG-O_33:1_[M-H]1-
719.7461	2H-IS__SM_U
720.461	PE_35:6_[M-H]1-
720.4821	PC_27:1_[M+OAC]1- / PS_31:0_[M-H]1-
720.4974	PE-P_36:5_[M-H]1-
720.5185	PC-P_28:0_[M+OAC]1- / PS-O_32:0_[M-H]1-
720.7495	2H-IS__SM_U
721.4814	PA_38:5_[M-H]1-
721.5025	PG_32:0_[M-H]1-
721.5389	PG-O_33:0_[M-H]1-
721.5501	SM_31:1_[M+OAC]1-
722.4533	PC_29:2_[M+Cl]1-
722.4766	PE_35:5_[M-H]1-
722.4897	PC-P_30:1_[M+Cl]1-
722.4978	PC_27:0_[M+OAC]1-
722.513	PE-O_36:5_[M-H]1-
722.5341	PC-O_28:0_[M+OAC]1-
722.6668	Cer_43:1_[M+OAC]1-
723.409	PI_26:1_[M-H]1-
723.497	PA_38:4_[M-H]1-
724.4195	PS_32:5_[M-H]1-
724.469	PC_29:1_[M+Cl]1-
724.4923	PE_35:4_[M-H]1-
724.5053	PC-O-30:1_[M+Cl]1-
724.5287	PE-O_36:4_[M-H]1-
725.4247	PI_26:0_[M-H]1-
725.4399	PG_33:5_[M-H]1-
725.4763	PG-P_34:4_[M-H]1-
725.5127	PA_38:3_[M-H]1-
726.4352	PS_32:4_[M-H]1-
726.4846	PC_29:0_[M+Cl]1-
726.5079	PE_35:3_[M-H]1-
726.521	PC-O-30:0_[M+Cl]1-
726.5443	PE-O_36:3_[M-H]1-
726.7402	2H-IS__PS_[M-H]1-
727.4556	PG_33:4_[M-H]1-
727.4919	PG-O_34:4_[M-H]1-
727.5283	PA_38:2_[M-H]1-
727.7461	2H-IS__PS_[M-H]1-
728.4508	PS_32:3_[M-H]1-
728.4872	PS-P_33:2_[M-H]1-
728.5236	PE_35:2_[M-H]1-
728.56	PE-O_36:2_[M-H]1-
728.7522	2H-IS__PS_[M-H]1-
729.4501	PA_39:8_[M-H]1-
729.4712	PG_33:3_[M-H]1-
729.5076	PG-O_34:3_[M-H]1-
729.544	PA_38:1_[M-H]1-
729.7581	2H-IS__PS_[M-H]1-
730.4453	PE_36:8_[M-H]1-
730.4665	PS_32:2_[M-H]1-
730.5028	PS-O_33:2_[M-H]1-
730.5392	PE_35:1_[M-H]1-
730.5756	PE-O_36:1_[M-H]1-
730.7639	2H-IS__PS_[M-H]1-
731.4657	PA_39:7_[M-H]1-
731.4869	PG_33:2_[M-H]1-
731.5232	PG-O_34:2_[M-H]1-
731.5345	SM_32:2_[M+OAC]1-
731.5596	PA_38:0_[M-H]1-
731.7697	2H-IS__PS_[M-H]1-
732.4377	PC_30:4_[M+Cl]1-
732.461	PE_36:7_[M-H]1-
732.4821	PC_28:2_[M+OAC]1- / PS_32:1_[M-H]1-
732.5185	PS-O_33:1_[M-H]1-
732.5549	PE_35:0_[M-H]1-
732.5913	PE-O_36:0_[M-H]1-
732.7751	2H-IS__PS_[M-H]1-
733.4814	PA_39:6_[M-H]1-
733.5025	PG_33:1_[M-H]1-
733.5389	PG-O_34:1_[M-H]1-
733.5501	SM_32:1_[M+OAC]1-
733.7787	2H-IS__PS_[M-H]1-
734.4533	PC_30:3_[M+Cl]1-
734.4766	PE_36:6_[M-H]1-
734.4978	PC_28:1_[M+OAC]1- / PS_32:0_[M-H]1-
734.5341	PC-P_29:0_[M+OAC]1- / PS-O_33:0_[M-H]1-
734.6668	Cer_44:2_[M+OAC]1-
734.7827	2H-IS__PS_[M-H]1-
735.497	PA_39:5_[M-H]1-
735.5182	PG_33:0_[M-H]1-
735.5545	PG-O_34:0_[M-H]1-
735.5658	SM_32:0_[M+OAC]1-
736.469	PC_30:2_[M+Cl]1-
736.4923	PE_36:5_[M-H]1-
736.5053	PC-P_31:1_[M+Cl]1-
736.5134	PC_28:0_[M+OAC]1-
736.5498	PC-O_29:0_[M+OAC]1-
736.6824	Cer_44:1_[M+OAC]1-
737.4247	PI_27:1_[M-H]1-
737.4399	PG_34:6_[M-H]1-
737.461	PI-P_28:0_[M-H]1-
737.5127	PA_39:4_[M-H]1-
738.4352	PS_33:5_[M-H]1-
738.4715	PS-P_34:4_[M-H]1-
738.4846	PC_30:1_[M+Cl]1-
738.5079	PE_36:4_[M-H]1-
738.521	PC-O-31:1_[M+Cl]1-
739.4344	PA_40:10_[M-H]1-
739.4403	PI_27:0_[M-H]1-
739.4556	PG_34:5_[M-H]1-
739.4767	PI-O_28:0_[M-H]1-
739.5283	PA_39:3_[M-H]1-
740.4508	PS_33:4_[M-H]1-
740.4872	PS-O_34:4_[M-H]1-
740.5003	PC_30:0_[M+Cl]1-
740.5236	PE_36:3_[M-H]1-
740.5366	PC-O-31:0_[M+Cl]1-
740.56	PE-P_37:2_[M-H]1-
740.573	PC-2O_32:0_[M+Cl]1-
741.4501	PA_40:9_[M-H]1-
741.4712	PG_34:4_[M-H]1-
741.544	PA_39:2_[M-H]1-
742.4665	PS_33:3_[M-H]1-
742.5028	PS-O_34:3_[M-H]1-
742.5392	PE_36:2_[M-H]1-
742.5756	PE-O_37:2_[M-H]1-
743.4657	PA_40:8_[M-H]1-
743.4869	PG_34:3_[M-H]1-
743.5232	PG-P_35:2_[M-H]1-
743.5596	PA_39:1_[M-H]1-
744.4821	PS_33:2_[M-H]1-
744.5185	PS-O_34:2_[M-H]1-
744.5549	PE_36:1_[M-H]1-
744.5913	PE-O_37:1_[M-H]1-
744.7035	2H-IS__PE_[M-H]1-
745.4814	PA_40:7_[M-H]1-
745.5025	PG_34:2_[M-H]1-
745.5389	PG-O_35:2_[M-H]1-
745.5501	SM_33:2_[M+OAC]1-
745.5753	PA_39:0_[M-H]1-
745.7094	2H-IS__PE_[M-H]1-
746.4533	PC_31:4_[M+Cl]1-
746.4766	PE_37:7_[M-H]1-
746.4978	PC_29:2_[M+OAC]1- / PS_33:1_[M-H]1-
746.513	PE-P_38:6_[M-H]1-
746.5341	PC-P_30:1_[M+OAC]1- / PS-O_34:1_[M-H]1-
746.5705	PE_36:0_[M-H]1-
746.6069	PE-O_37:0_[M-H]1-
746.7147	2H-IS__PE_[M-H]1-
747.497	PA_40:6_[M-H]1-
747.5182	PG_34:1_[M-H]1-
747.5545	PG-O_35:1_[M-H]1-
747.5658	SM_33:1_[M+OAC]1-
747.7196	2H-IS__PE_[M-H]1-
748.469	PC_31:3_[M+Cl]1-
748.4923	PE_37:6_[M-H]1-
748.5053	PC-O_32:3_[M+Cl]1-
748.5134	PC_29:1_[M+OAC]1- / PS_33:0_[M-H]1-
748.5287	PE-O_38:6_[M-H]1-
748.5498	PC-O-30:1_[M+OAC]1- / PS-O_34:0_[M-H]1-
748.7231	2H-IS__PE_[M-H]1-
749.4247	PI_28:2_[M-H]1-
749.5127	PA_40:5_[M-H]1-
749.5338	PG_34:0_[M-H]1-
749.5702	PG-O_35:0_[M-H]1-
749.5814	SM_33:0_[M+OAC]1-
749.7268	2H-IS__PE_[M-H]1-
750.4352	PS_34:6_[M-H]1-
750.4846	PC_31:2_[M+Cl]1-
750.5079	PE_37:5_[M-H]1-
750.521	PC-O_32:2_[M+Cl]1-
750.5291	PC_29:0_[M+OAC]1-
750.5443	PE-O_38:5_[M-H]1-
750.5654	PC-O-30:0_[M+OAC]1-
751.4403	PI_28:1_[M-H]1-
751.4556	PG_35:6_[M-H]1-
751.4767	PI-P_29:0_[M-H]1-
751.4919	PG-P_36:5_[M-H]1-
751.5283	PA_40:4_[M-H]1-
752.4508	PS_34:5_[M-H]1-
752.5003	PC_31:1_[M+Cl]1-
752.5236	PE_37:4_[M-H]1-
752.5366	PC-O_32:1_[M+Cl]1-
752.56	PE-O_38:4_[M-H]1-
753.456	PI_28:0_[M-H]1-
753.4712	PG_35:5_[M-H]1-
753.4923	PI-O_29:0_[M-H]1-
753.5076	PG-O_36:5_[M-H]1-
753.544	PA_40:3_[M-H]1-
754.4665	PS_34:4_[M-H]1-
754.5159	PC_31:0_[M+Cl]1-
754.5392	PE_37:3_[M-H]1-
754.5523	PC-O_32:0_[M+Cl]1-
754.5756	PE-O_38:3_[M-H]1-
755.4869	PG_35:4_[M-H]1-
755.5232	PG-O_36:4_[M-H]1-
755.5596	PA_40:2_[M-H]1-
756.461	PE_38:9_[M-H]1-
756.4821	PC_30:4_[M+OAC]1- / PS_34:3_[M-H]1-
756.5185	PS-P_35:2_[M-H]1-
756.5549	PE_37:2_[M-H]1-
756.5913	PE-O_38:2_[M-H]1-
757.5025	PG_35:3_[M-H]1-
757.5389	PG-O_36:3_[M-H]1-
757.5753	PA_40:1_[M-H]1-
758.4533	PC_32:5_[M+Cl]1-
758.4766	PE_38:8_[M-H]1-
758.4978	PC_30:3_[M+OAC]1- / PS_34:2_[M-H]1-
758.5341	PS-O_35:2_[M-H]1-
758.5705	PE_37:1_[M-H]1-
758.6069	PE-O_38:1_[M-H]1-
759.497	PA_41:7_[M-H]1-
759.5182	PG_35:2_[M-H]1-
759.5545	PG-O_36:2_[M-H]1-
759.5658	SM_34:2_[M+OAC]1-
759.5909	PA_40:0_[M-H]1-
760.469	PC_32:4_[M+Cl]1-
760.4923	PE_38:7_[M-H]1-
760.5134	PC_30:2_[M+OAC]1- / PS_34:1_[M-H]1-
760.5498	PC-P_31:1_[M+OAC]1- / PS-O_35:1_[M-H]1-
760.5862	PE_37:0_[M-H]1-
760.6226	PE-O_38:0_[M-H]1-
761.4399	PG_36:8_[M-H]1-
761.5127	PA_41:6_[M-H]1-
761.5338	PG_35:1_[M-H]1-
761.5702	PG-O_36:1_[M-H]1-
761.5814	SM_34:1_[M+OAC]1-
762.4846	PC_32:3_[M+Cl]1-
762.5079	PE_38:6_[M-H]1-
762.521	PC-P_33:2_[M+Cl]1-
762.5291	PC_30:1_[M+OAC]1- / PS_34:0_[M-H]1-
762.5654	PC-O-31:1_[M+OAC]1- / PS-O_35:0_[M-H]1-
763.4403	PI_29:2_[M-H]1-
763.4556	PG_36:7_[M-H]1-
763.4767	PI-P_30:1_[M-H]1-
763.5283	PA_41:5_[M-H]1-
763.5495	PG_35:0_[M-H]1-
763.5858	PG-O_36:0_[M-H]1-
763.5971	SM_34:0_[M+OAC]1-
764.4508	PS_35:6_[M-H]1-
764.4872	PS-P_36:5_[M-H]1-
764.5003	PC_32:2_[M+Cl]1-
764.5236	PE_38:5_[M-H]1-
764.5366	PC-O_33:2_[M+Cl]1-
764.5447	PC_30:0_[M+OAC]1-
764.5811	PC-O-31:0_[M+OAC]1-
764.6175	PC-2O_32:0_[M+OAC]1-
765.4501	PA_42:11_[M-H]1-
765.456	PI_29:1_[M-H]1-
765.4712	PG_36:6_[M-H]1-
765.4923	PI-O_30:1_[M-H]1-
765.544	PA_41:4_[M-H]1-
766.4665	PS_35:5_[M-H]1-
766.5028	PS-O_36:5_[M-H]1-
766.5159	PC_32:1_[M+Cl]1-
766.5392	PE_38:4_[M-H]1-
766.5523	PC-O_33:1_[M+Cl]1-
766.5887	PC-2O_34:1_[M+Cl]1-
767.4657	PA_42:10_[M-H]1-
767.4716	PI_29:0_[M-H]1-
767.4869	PG_36:5_[M-H]1-
767.508	PI-O_30:0_[M-H]1-
767.5596	PA_41:3_[M-H]1-
768.4821	PS_35:4_[M-H]1-
768.5185	PS-O_36:4_[M-H]1-
768.5316	PC_32:0_[M+Cl]1-
768.5549	PE_38:3_[M-H]1-
768.5679	PC-O_33:0_[M+Cl]1-
768.6043	PC-2O_34:0_[M+Cl]1-
769.4814	PA_42:9_[M-H]1-
769.5025	PG_36:4_[M-H]1-
769.5753	PA_41:2_[M-H]1-
770.4978	PC_31:4_[M+OAC]1- / PS_35:3_[M-H]1-
770.5341	PS-O_36:3_[M-H]1-
770.5705	PE_38:2_[M-H]1-
770.6069	PE-P_39:1_[M-H]1-
771.497	PA_42:8_[M-H]1-
771.5182	PG_36:3_[M-H]1-
771.5545	PG-P_37:2_[M-H]1-
771.5909	PA_41:1_[M-H]1-
772.469	PC_33:5_[M+Cl]1-
772.4923	PE_39:8_[M-H]1-
772.5053	PC-P_34:4_[M+Cl]1-
772.5134	PC_31:3_[M+OAC]1- / PS_35:2_[M-H]1-
772.5287	PE-P_40:7_[M-H]1-
772.5498	PC-O_32:3_[M+OAC]1- / PS-O_36:2_[M-H]1-
772.5862	PE_38:1_[M-H]1-
772.6226	PE-O_39:1_[M-H]1-
772.7357	2H-IS__PC_U
773.4247	PI_30:4_[M-H]1-
773.5127	PA_42:7_[M-H]1-
773.5338	PG_36:2_[M-H]1-
773.5702	PG-O_37:2_[M-H]1-
773.6066	PA_41:0_[M-H]1-
773.7414	2H-IS__PC_U
774.4352	PS_36:8_[M-H]1-
774.4846	PC_33:4_[M+Cl]1-
774.5079	PE_39:7_[M-H]1-
774.521	PC-O_34:4_[M+Cl]1-
774.5291	PC_31:2_[M+OAC]1- / PS_35:1_[M-H]1-
774.5443	PE-P_40:6_[M-H]1-
774.5654	PC-O_32:2_[M+OAC]1- / PS-O_36:1_[M-H]1-
774.6018	PE_38:0_[M-H]1-
774.6382	PE-O_39:0_[M-H]1-
774.6911	2H-IS__PG_[M-H]1-
774.747	2H-IS__PC_U
775.4403	PI_30:3_[M-H]1-
775.5283	PA_42:6_[M-H]1-
775.5495	PG_36:1_[M-H]1-
775.5858	PG-O_37:1_[M-H]1-
775.5971	SM_35:1_[M+OAC]1-
775.697	2H-IS__PG_[M-H]1-
775.7522	2H-IS__PC_U
776.4508	PS_36:7_[M-H]1-
776.5003	PC_33:3_[M+Cl]1-
776.5236	PE_39:6_[M-H]1-
776.5366	PC-O_34:3_[M+Cl]1-
776.5447	PC_31:1_[M+OAC]1- / PS_35:0_[M-H]1-
776.56	PE-O_40:6_[M-H]1-
776.5811	PC-O_32:1_[M+OAC]1- / PS-O_36:0_[M-H]1-
776.7029	2H-IS__PG_[M-H]1-
776.7566	2H-IS__PC_U
777.456	PI_30:2_[M-H]1-
777.4712	PG_37:7_[M-H]1-
777.4923	PI-P_31:1_[M-H]1-
777.5076	PG-P_38:6_[M-H]1-
777.544	PA_42:5_[M-H]1-
777.5651	PG_36:0_[M-H]1-
777.6015	PG-O_37:0_[M-H]1-
777.6127	SM_35:0_[M+OAC]1-
777.7084	2H-IS__PG_[M-H]1-
777.7607	2H-IS__PC_U
778.4665	PS_36:6_[M-H]1-
778.5159	PC_33:2_[M+Cl]1-
778.5392	PE_39:5_[M-H]1-
778.5523	PC-O_34:2_[M+Cl]1-
778.5604	PC_31:0_[M+OAC]1-
778.5756	PE-O_40:5_[M-H]1-
778.5967	PC-O_32:0_[M+OAC]1-
778.7135	2H-IS__PG_[M-H]1-
779.4716	PI_30:1_[M-H]1-
779.4869	PG_37:6_[M-H]1-
779.508	PI-O_31:1_[M-H]1-
779.5232	PG-O_38:6_[M-H]1-
779.5596	PA_42:4_[M-H]1-
779.7172	2H-IS__PG_[M-H]1-
780.4821	PS_36:5_[M-H]1-
780.5316	PC_33:1_[M+Cl]1-
780.5549	PE_39:4_[M-H]1-
780.5679	PC-O_34:1_[M+Cl]1-
780.5913	PE-O_40:4_[M-H]1-
780.7205	2H-IS__PG_[M-H]1-
781.4873	PI_30:0_[M-H]1-
781.5025	PG_37:5_[M-H]1-
781.5236	PI-O_31:0_[M-H]1-
781.5389	PG-O_38:5_[M-H]1-
781.5753	PA_42:3_[M-H]1-
782.4766	PE_40:10_[M-H]1-
782.4978	PC_32:5_[M+OAC]1- / PS_36:4_[M-H]1-
782.5472	PC_33:0_[M+Cl]1-
782.5705	PE_39:3_[M-H]1-
782.5836	PC-O_34:0_[M+Cl]1-
782.6069	PE-O_40:3_[M-H]1-
783.5182	PG_37:4_[M-H]1-
783.5545	PG-O_38:4_[M-H]1-
783.5909	PA_42:2_[M-H]1-
784.469	PC_34:6_[M+Cl]1-
784.4923	PE_40:9_[M-H]1-
784.5134	PC_32:4_[M+OAC]1- / PS_36:3_[M-H]1-
784.5498	PS-P_37:2_[M-H]1-
784.5862	PE_39:2_[M-H]1-
784.6226	PE-O_40:2_[M-H]1-
785.5338	PG_37:3_[M-H]1-
785.5702	PG-O_38:3_[M-H]1-
785.5814	SM_36:3_[M+OAC]1-
785.6066	PA_42:1_[M-H]1-
786.4846	PC_34:5_[M+Cl]1-
786.5079	PE_40:8_[M-H]1-
786.5291	PC_32:3_[M+OAC]1- / PS_36:2_[M-H]1-
786.5654	PC-P_33:2_[M+OAC]1- / PS-O_37:2_[M-H]1-
786.6018	PE_39:1_[M-H]1-
786.6382	PE-O_40:1_[M-H]1-
787.4403	PI_31:4_[M-H]1-
787.4556	PG_38:9_[M-H]1-
787.5495	PG_37:2_[M-H]1-
787.5858	PG-O_38:2_[M-H]1-
787.5971	SM_36:2_[M+OAC]1-
787.6222	PA_42:0_[M-H]1-
788.5003	PC_34:4_[M+Cl]1-
788.5236	PE_40:7_[M-H]1-
788.5366	PC-O_35:4_[M+Cl]1-
788.5447	PC_32:2_[M+OAC]1- / PS_36:1_[M-H]1-
788.5811	PC-O_33:2_[M+OAC]1- / PS-O_37:1_[M-H]1-
788.6175	PE_39:0_[M-H]1-
788.6539	PE-O_40:0_[M-H]1-
789.456	PI_31:3_[M-H]1-
789.4712	PG_38:8_[M-H]1-
789.544	PA_43:6_[M-H]1-
789.5651	PG_37:1_[M-H]1-
789.6015	PG-O_38:1_[M-H]1-
789.6127	SM_36:1_[M+OAC]1-
790.4665	PS_37:7_[M-H]1-
790.5028	PS-P_38:6_[M-H]1-
790.5159	PC_34:3_[M+Cl]1-
790.5392	PE_40:6_[M-H]1-
790.5523	PC-P_35:2_[M+Cl]1-
790.5604	PC_32:1_[M+OAC]1- / PS_36:0_[M-H]1-
790.5967	PC-O_33:1_[M+OAC]1- / PS-O_37:0_[M-H]1-
790.6331	PC-2O_34:1_[M+OAC]1-
790.7683	2H-IS__SM_[M+OAC]1-
790.8514	2H-IS_PS16_[M-H]1-
791.4657	PA_44:12_[M-H]1-
791.4716	PI_31:2_[M-H]1-
